GAMA_IDs
"107432,"
"136604,"
"145278,"
"15790,"
"186586,"
"197972,"
"204703,"
"231281,"
"231282,"
"250289,"
"279505,"
"345423,"
"371400,"
"376338,"
"386188,"
"41064,"
"49576,"
"561459,"
"561967,"
"568366,"
"569270,"
"583457,"
"584826,"
"585328,"
"64911,"
"92606,"
"92918,"
98583
