GAMA_ID
138582
143250
15705
185451
186586
220682
220854
22559
229499
231043
231282
231307
271500
278118
279505
296619
325108
32675
345824
380839
386188
41064
422228
460463
460645
460713
485811
48883
560475
560853
568366
568545
568546
569022
570151
573840
586648
594552
610029
617856
618700
64911
70376
7242
77991
84533
98399
98624
99508
