,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z,NONE,RING,LENS,IRREGULAR,OTHER,DUST_LANE,OVERLAPPING
29,136604,175.87349,-1.74167,0.31645069407057624,286600003584.0,0.10599999874830246,0.0719559986969696,0.0,0.31645069407057624,0.08755810430027411,0.22399519774146476,0.0262096957612102,0.27383030942950515
30,371601,132.01727,1.03236,0.31987644638725343,6238000128.0,0.06069999933242797,0.30441345067988784,0.261554094184075,0.31987644638725343,0.048767485202764964,0.06538852354601875,0.0,0.0
31,600421,135.49058,0.28417,0.4201886208185716,26210000896.0,0.05649999901652336,0.20462467779426097,0.06002694583122452,0.4201886208185716,0.1350789180622693,0.12005389166244904,0.06002694583122452,0.0
32,574423,135.75994,-0.20038,0.4643369877716501,50789998592.0,0.053599998354911804,0.37059149265877656,0.10981249779775683,0.46433698777165006,0.0,0.0,0.0,0.05525902177181645
33,600679,136.8274,0.25166,0.4192855509147133,3732999936.0,0.10100000351667404,0.23480537720663314,0.0523034760320917,0.41928555091471326,0.0523034760320917,0.1569104280962751,0.0843916917181953,0.0
34,324764,137.20387,1.72633,0.4227567639279565,46470000640.0,0.10440000146627426,0.22326826532805494,0.09269931761994775,0.42275676392795647,0.0,0.19595673984303058,0.0,0.0653189132810102
35,218733,140.29763,0.88594,0.419585537810421,97730002944.0,0.14149999618530273,0.44219331735534406,0.0,0.419585537810421,0.0,0.022350006717039787,0.09352113140015532,0.022350006717039787
36,320551,218.67851000000002,1.7833599999999998,0.5296417151914627,13029999616.0,0.0778999999165535,0.13731148603112797,0.0009462765152300334,0.5296417151914627,0.24907539169663442,0.08302513056554481,0.0,0.0
37,342699,216.90174,2.1325,0.4570880393017274,28450000896.0,0.08760000020265579,0.442320934106389,0.03010847957061958,0.4570880393017274,0.0,0.03602658446067195,0.03445596256059189,0.0
38,363319,218.85395,2.56676,0.4575320404435686,33429999616.0,0.09849999845027924,0.3679093636117321,0.08708593126504165,0.4575320404435686,0.0,0.08669919785042575,0.00038673341461590584,0.00038673341461590584
39,418788,137.69141000000002,2.74717,0.3430625755391247,55779999744.0,0.1436000019311905,0.20601126121415073,0.22220078277593192,0.34306257553912467,0.0,0.16003780894586503,0.06868757152492765,0.0
40,202397,129.44791999999998,-0.24408000000000002,0.3472897784548457,589400000.0,0.05220000073313713,0.32272573715141534,0.0002142393879823614,0.3472897784548457,0.0002142393879823614,0.0,0.046312287525709706,0.28324371809206456
41,422113,129.41517,2.59516,0.4995803715872445,20199999488.0,0.1202000007033348,0.06579967205446267,0.1004811287630643,0.49958037158724444,0.0,0.0,0.33413882759522856,0.0
42,422228,129.93613,2.59097,0.3021404022221289,28369999872.0,0.11150000244379044,0.5236221791504988,0.0,0.3021404022221289,0.0,0.009645301404595314,0.16459211722277706,0.0
43,573840,130.33075,-0.20663,0.3152147323080724,15160000512.0,0.13539999723434448,0.5112536592896236,0.0,0.3152147323080724,0.0,0.14757341194907783,0.0,0.025958196453226095
44,521819,131.36708000000002,2.91472,0.4968857724712369,4328000000.0,0.07919999957084656,0.4507107132646205,0.0,0.4968857724712369,0.0,0.0,0.0,0.05240351426414259
45,196837,132.90975,-0.69973,0.4873382424544388,47400001536.0,0.10459999740123747,0.5126617575455613,0.0,0.4873382424544388,0.0,0.0,0.0,0.0
46,372045,133.97321000000002,0.9832,0.37830414114878375,24569999360.0,0.11940000206232072,0.5763853688527836,0.0,0.37830414114878375,0.0,0.045310489998432575,0.0,0.0
47,197611,136.03367,-0.72014,0.3193540104753855,10119999488.0,0.11630000174045566,0.35276883272693543,0.049749967053993184,0.3193540104753855,0.09949993410798637,0.12887728858170638,0.049749967053993184,0.0
48,216186,137.06817,0.53355,0.4597025018897328,10430000128.0,0.14669999480247498,0.08592621120407876,0.030071445869338936,0.4597025018897328,0.0501881561293108,0.2555167830609985,0.01633434532123063,0.10226055652530938
49,3632594,138.25246,-0.95549,0.3266706654847568,85730000896.0,0.13619999587535858,0.4707578702161149,0.0,0.3266706654847568,0.0,0.12661187048758582,0.010675467649910083,0.0652841261616324
50,3578853,130.98196000000002,-1.62032,0.3194613381522037,65370001408.0,0.12210000306367876,0.048998494587807424,0.2643724354487199,0.31946133815220373,0.25915741266986836,0.10801031914140069,0.0,0.0
51,3909064,136.9855,-1.14841,0.4205118760374178,4517000192.0,0.07800000160932541,0.29345969347417933,0.0,0.4205118760374178,0.012525167159578757,0.08159734177556781,0.0,0.19190592155325628
52,3593943,139.74883,-1.87208,0.5456665120741541,21390000128.0,0.1378999948501587,0.01412175795767524,0.27283325603707703,0.5456665120741541,0.0,0.1673784739310935,0.0,0.0
53,3599976,129.38913,-1.10436,0.30950300976594003,3308000000.0,0.11029999703168868,0.45640059196082505,0.08688746207459666,0.30950300976594003,0.0,0.07334083823343257,0.06877886205359333,0.0050892359116124185
54,3610455,135.09329,-1.21204,0.3308220538355067,12179999744.0,0.12720000743865967,0.4507370485089332,0.026024308200281662,0.33082205383550667,0.0,0.0,0.14639114085438132,0.0460254486008972
55,287627,174.1965,1.6935200000000001,0.3227870943232424,23520000000.0,0.13439999520778656,0.557958033315033,0.0,0.3227870943232424,0.0,0.0,0.11925487236172473,0.0
56,39718,177.9385,-0.71802,0.3830932151488429,8947999744.0,0.08089999854564668,0.3912767970031171,0.0,0.38309321514884287,0.12769773838294762,0.07066968846535415,0.027262560999738228,0.0
57,70376,179.62517,0.05585,0.3136042546750227,15630000128.0,0.13079999387264252,0.5255347630078425,0.0,0.3136042546750227,0.15680212733751134,0.0,0.0,0.00405885497962347
58,40957,183.73733000000001,-0.69189,0.3342535685400784,2211000064.0,0.1243000030517578,0.12208451331070358,0.03713928539334205,0.3342535685400784,0.11141785618002613,0.13470622395059198,0.07470212565854772,0.18569642696671024
59,272460,179.4985,1.4293200000000001,0.3286690785813425,4664000000.0,0.13349999487400055,0.6166495385167382,0.0,0.32866907858134253,0.0,0.05468138290191924,0.0,0.0
60,164403,177.41987,-2.72815,0.4065896081915637,19769999360.0,0.08980000019073486,0.243783559557098,0.14633202815555643,0.4065896081915637,0.0,0.0,0.06776493469859395,0.1355298693971879
61,586565,185.45096,-0.0066099999999999996,0.3543304315363873,7343000064.0,0.10830000042915344,0.24045742155254352,0.0,0.35433043153638727,0.05569123866785517,0.11687943769451355,0.05569123866785517,0.17695023188084524
62,238271,213.72842000000003,1.5787799999999999,0.3316935451692872,70780002304.0,0.12870000302791595,0.5170046431377765,0.11056451505642906,0.3316935451692872,0.0,0.04073729663650729,0.0,0.0
63,568546,215.49492,-0.5888800000000001,0.6125824645303074,670499968.0,0.051199998706579215,0.03835072032293559,0.06224593404469654,0.6125824645303074,0.04109307137713202,0.1643722855085281,0.08135552421640041,0.0
64,16199,217.85542,0.70541,0.32974718994102936,18019999744.0,0.12449999898672105,0.313526948245406,0.0,0.32974718994102936,0.001622111864228957,0.22378641191291052,0.10317712187316826,0.028140216163256765
65,299118,223.34617000000003,1.1418700000000002,0.5596147363753493,12910000128.0,0.1459999978542328,0.00019238704876748376,0.0,0.5596147363753493,0.10521881352566376,0.27879565564910924,0.0,0.056178407401110214
66,229499,223.08137000000002,1.0355,0.4521817880625982,162000000.0,0.045000001788139336,0.4319778944088783,0.0638449567947626,0.4521817880625982,0.008866810069689925,0.025595754908338708,0.008866810069689925,0.00866598568604228
67,570151,222.24417000000003,-0.54052,0.3708727501207729,4784999936.0,0.1396999955177307,0.5543200357456425,0.03992219996589946,0.37087275012077286,0.025403466212532047,0.0,0.009481547955153,0.0
68,594681,221.11007999999998,-0.058679999999999996,0.41181676491276376,4088000000.0,0.1460999995470047,0.3326818826204162,0.0,0.41181676491276376,0.08236335298255275,0.031931755183382246,0.058842891318332216,0.08236335298255275
69,567899,213.60875,-0.52841,0.32991695798110593,14279999488.0,0.13860000669956207,0.5579542809816033,0.0,0.32991695798110593,0.10997231932703531,0.0,0.0,0.0021564417102555296
70,543671,212.42117000000002,-0.89741,0.405675659769126,12280000512.0,0.14079999923706055,0.4288922286073842,0.0,0.405675659769126,0.0,0.08256729709278422,0.0,0.08286481453070561
71,267558,222.88792,2.70549,0.3347399440502627,864099968.0,0.13580000400543213,0.47088202199399737,0.0,0.3347399440502627,0.013598845303343748,0.18077918865239606,0.0,0.0
72,363983,222.27717,2.43775,0.4000092337399169,22499999744.0,0.1444000005722046,0.5584876739572149,0.041503092302868166,0.40000923373991704,0.0,0.0,0.0,0.0
73,342161,214.4815,2.29663,0.390170324857976,5738999808.0,0.12849999964237213,0.39450338620825465,0.0,0.39017032485797604,0.0,0.0,0.2153262889337694,0.0
74,342874,217.70954,2.18624,0.31742632415215416,5501000192.0,0.1404000073671341,0.5238605137717688,0.0,0.31742632415215416,0.15871316207607708,0.0,0.0,0.0
75,771379,219.9235,0.50872,0.3580177230809917,1792999936.0,0.13699999451637268,0.16316291283337586,0.0,0.3580177230809917,0.2323318270458113,0.16793489248339633,0.0,0.0785526445564246
