,GAMA_ID,RA,DEC,score,z,magphys_mstar,lambdar_log_mstar,lambdar_mstar,lambdar_log_mstar_error,m_half_re,sigma_star,D_lens,theta_e_pm,theta_e_sis
0,511867,216.38846,-1.11396,0.3522291202812785,0.054999999701976776,54590001152.0,10.944727,88049510000.0,0.14963078,52759585000.0,187.76947502193235,209.45333596018247,1.0117938649709974,0.5095585580704717
1,511865,216.31907,-1.13127,0.3159736549968519,0.08449999988079071,20660000768.0,10.423087,26490315000.0,0.1389015,11755783000.0,132.06402387959727,311.1446766394047,0.391858785988138,0.25206536020451553
2,485873,217.75015,-1.8004200000000001,0.3494560281571705,0.05389999970793724,49080000512.0,11.043426,110516100000.0,0.12955473,70093000000.0,200.6982971361245,205.5246643885373,1.1773086421192933,0.5821454282769701
3,505441,219.86677999999998,-1.9143299999999999,0.3006199153968005,0.13349999487400055,173300006912.0,11.4093275,256641860000.0,0.14722106,200933360000.0,256.89340525527166,465.47911639232603,1.3245273588967437,0.9537839875079379
4,164479,177.6572,-2.81587,0.3567989615758573,0.09929999709129332,11840000000.0,10.333929,21573920000.0,0.14181632,9095028000.0,124.35441828564079,359.603840209957,0.32060835598729437,0.22349435407503926
5,165259,180.44234,-2.82167,0.3357701143600097,0.10180000215768814,10099999744.0,10.176036,14998088000.0,0.13755262,5773478400.0,109.43656752150407,367.6276153183745,0.2526386019641093,0.17308882979085327
6,70022,178.02218,0.07392,0.3681086687142511,0.05990000069141387,80459997184.0,11.196123,157080810000.0,0.12093256,108779390000.0,222.47646772687082,226.8316505189841,1.3960676901557854,0.7153396157391808
7,171055,176.8102,-2.2989,0.3076546618324779,0.13140000402927401,3707000064.0,9.919119,8300779500.0,0.15017904,2756076500.0,86.22335312724296,459.21379137493193,0.1561791919948411,0.10744691040156722
8,170898,176.46563,-2.33643,0.336095993444582,0.12150000035762787,231900004352.0,11.661204,458357500000.0,0.14605302,414856700000.0,304.47586565453787,429.2695496958697,1.981841950850603,1.3398305117077145
9,184275,175.91698,-1.44119,0.31726155455251825,0.12370000034570695,44110000128.0,10.947786,88671960000.0,0.1351564,53226213000.0,188.1574375192484,435.9824282293114,0.7043901442162341,0.5116663963147453
10,84050,175.79849,0.47813999999999995,0.3657584981836216,0.11900000274181365,54710001664.0,11.056287,113837880000.0,0.1448094,72736300000.0,202.44732188248528,421.6002019337523,0.837356139913701,0.5923360813011707
11,7104,175.71213,0.8322799999999999,0.3333333333333333,0.07509999722242355,17679998976.0,10.3983755,25025081000.0,0.14142092,10948687000.0,129.8805206369957,279.4946461747695,0.3990058333459843,0.2437991334393725
12,136581,175.67082,-1.66467,0.3887603172999368,0.08529999852180481,4702000128.0,10.1078415,12818627000.0,0.13591726,4744545000.0,102.72593970027623,313.8066276230467,0.2478855540169494,0.15251212116002985
13,271537,174.59803,1.35433,0.30673445910173675,0.11169999837875366,58219999232.0,10.969511,93220410000.0,0.14469817,56660640000.0,190.9355208489981,398.9529310868993,0.7597398568149694,0.5268871129881805
14,40666,182.46693,-0.78528,0.36015843752091425,0.10670000314712524,10389999616.0,10.346066,22185360000.0,0.14163943,9418371000.0,125.37688486322226,383.2210589599969,0.3160444782440738,0.22718469271022218
15,55245,181.07958,-0.31553000000000003,0.3140544819767729,0.09359999746084212,127400001536.0,11.350592,224177300000.0,0.17274971,169680620000.0,246.91265715459392,341.13609228367636,1.4217959594970684,0.8811114039649388
16,560204,179.65787,-0.48421000000000003,0.3801848922936733,0.0843999981880188,8501000192.0,10.275428,18855055000.0,0.146236,7685594000.0,119.541953576967,310.8115802084918,0.31701157992064116,0.20653079351655879
17,70282,179.40308000000005,0.12562,0.6553523393711983,0.10740000009536743,42560000000.0,10.978367,95140815000.0,0.123709306,58123430000.0,192.07971025718152,385.434392824872,0.7828623279225411,0.5332208216626605
18,144068,178.83194,-1.4089399999999999,0.3304107140301229,0.1446000039577484,23759998976.0,10.808978,64413676000.0,0.1242697,35695650000.0,171.33677093523116,498.1031280515902,0.5396758391827582,0.424272879444327
19,185451,180.28326,-1.61006,0.30298456848615074,0.1079000011086464,82219999232.0,11.192692,155844600000.0,0.11431438,107710340000.0,221.96203189847603,387.0131798902463,1.0635326495361306,0.7120352584764148
20,124486,179.72998,-2.51919,0.4261904774492165,0.14350000023841858,85409996800.0,11.169208,147641200000.0,0.11499926,100670490000.0,218.4730245122017,494.90673441642036,0.9092313806610179,0.6898263157519524
21,289994,184.23553,1.85313,0.3326065927802746,0.11379999667406082,18480001024.0,10.637836,43434664000.0,0.13205028,21811636000.0,152.653260379937,405.5067258110158,0.4675521768681633,0.336787748650492
22,32675,185.70776999999998,-1.1103,0.5271650742338682,0.1459999978542328,12160000000.0,10.406885,25520263000.0,0.13108788,11220162000.0,130.62832212679604,502.1597034829155,0.30134475464279087,0.24661461645366506
23,491505,212.1493,-1.5112700000000001,0.4296963224628938,0.07609999924898148,1643000064.0,9.733386,5412352000.0,0.24910581,1614824100.0,72.57291568533192,282.89453853358634,0.15231242316455218,0.07611903241805838
24,543556,211.99696,-0.9925200000000001,0.5697293031713155,0.08709999918937683,4737999872.0,10.109921,12880166000.0,0.13555151,4773033500.0,102.92440071465482,319.77806225040325,0.2462963039334764,0.15310198090054972
25,106562,216.62566,0.84498,0.3638761719314727,0.12680000066757202,89850003456.0,11.299986,199519750000.0,0.12256246,146681400000.0,238.6249580921515,445.3844209657896,1.156924414844542,0.8229545413412109
