GAMA_ID
106562
136581
15221
184275
185604
196837
209222
209584
216186
22278
231746
238271
238715
239367
251342
289994
298899
301818
302719
319348
319416
320557
323152
323200
323247
325026
371208
377212
382857
402278
417645
422882
485873
511867
521819
544226
567899
568617
574390
574423
586392
593691
593852
600421
617535
619609
690020
70022
70282
7104
71072
814991
911856
93803
