,GAMA_ID,ID,RA,DEC,SCORE
325,278118,35.0,212.90727,1.12222,14.0
326,569022,3479.0,217.39471,-0.44716999999999996,14.0
327,569805,3126.0,220.54369,-0.46503999999999995,12.0
328,261497,3466.0,214.74447999999998,2.51797,12.0
329,262874,26.0,221.61067000000003,2.2238900000000004,12.0
330,250434,1719.0,214.6078,2.14697,12.0
331,278049,1104.0,211.60345,1.16362,12.0
332,505067,1523.0,218.2976,-1.9254900000000001,12.0
333,237985,1673.0,212.81597999999997,1.7765,12.0
334,250585,3213.0,215.15767000000002,2.04204,10.0
335,362163,1230.0,213.7537,2.66748,8.0
336,79099,796.0,220.06036,0.20155,8.0
337,505502,405.0,220.18637,-1.9912599999999998,8.0
338,922203,184.0,218.68634,-0.16352,8.0
339,511700,1921.0,215.68222000000003,-1.20323,8.0
340,362429,2390.0,215.00124,2.6989099999999997,8.0
341,77991,1790.0,215.63472000000002,0.02638,8.0
342,567883,1416.0,213.65344,-0.46916,8.0
343,296451,2635.0,211.85398999999998,1.55536,8.0
344,77312,2749.0,212.84527999999997,0.02337,8.0
345,543773,1973.0,212.90059,-0.9568200000000001,8.0
346,63135,152.0,214.68704,-0.22962,8.0
347,320345,982.0,217.98141,1.80345,8.0
348,62734,539.0,213.56206,-0.24168,8.0
349,299045,2181.0,223.0323,1.1508399999999999,8.0
350,884523,3446.0,218.72342000000003,-1.53014,8.0
351,592768,358.0,213.89685,-0.07243,4.0
352,63403,3264.0,215.6768,-0.25938,4.0
353,261359,1240.0,214.04005,2.41518,4.0
354,592897,1204.0,214.41272999999998,-0.16268,4.0
355,262836,1953.0,221.40536,2.31397,4.0
356,298902,2448.0,222.18031000000002,1.17729,4.0
357,569047,323.0,217.2968,-0.46521999999999997,4.0
358,513159,2123.0,221.91681,-0.9994200000000001,4.0
359,16280,1026.0,218.04238999999998,0.65258,4.0
360,267643,1750.0,223.32467999999997,2.6478900000000003,4.0
361,545534,1682.0,219.94438,-0.97582,4.0
362,298271,1722.0,219.08747999999997,1.3666399999999999,4.0
363,511725,951.0,215.82188,-1.26624,4.0
364,593219,457.0,215.79222000000001,-0.09455,4.0
365,63130,3119.0,214.61494,-0.28458,4.0
366,252054,1954.0,221.99892999999997,1.98125,4.0
367,492742,3340.0,218.10612000000003,-1.30167,4.0
368,342308,501.0,215.06900000000002,2.22428,4.0
369,78217,1712.0,215.95073,0.007540000000000001,4.0
370,78854,1377.0,218.86757999999998,0.058289999999999995,4.0
371,266612,1788.0,218.39002999999997,2.9011099999999996,4.0
372,262171,818.0,217.97697000000002,2.40406,4.0
373,491536,2054.0,212.20937999999998,-1.53839,4.0
374,617569,1418.0,212.16078,0.2401,4.0
375,513290,1446.0,223.00017000000003,-1.07518,4.0
376,493496,1360.0,221.27143999999998,-1.18307,4.0
377,16109,339.0,217.69655,0.79835,4.0
378,106154,2538.0,214.94325,0.91995,4.0
379,298841,2573.0,222.0345,1.33095,4.0
380,227706,2859.0,214.58482,1.26891,4.0
381,319614,1575.0,215.10176,1.91675,4.0
382,618212,373.0,214.67656000000002,0.3966,4.0
383,363119,2836.0,218.15031000000002,2.5688400000000002,4.0
384,238892,1924.0,215.56828,1.56082,4.0
385,251874,2253.0,220.77951000000002,1.9728900000000003,4.0
386,16102,1899.0,217.67545,0.81752,4.0
387,251925,1014.0,221.1959,1.9604099999999998,4.0
388,361940,3358.0,212.97005,2.80015,4.0
389,618600,613.0,216.2635,0.26191,4.0
390,249470,2012.0,211.52118,2.15778,4.0
391,93440,1708.0,220.38841000000002,0.48178999999999994,4.0
392,106052,2950.0,214.46526,0.93632,4.0
393,106569,1524.0,216.66547000000003,0.8499,4.0
394,342310,2163.0,215.08101000000002,2.1713400000000003,4.0
395,512651,190.0,219.56727999999998,-1.0509700000000002,4.0
396,485318,2365.0,214.92287000000002,-1.82512,4.0
397,507875,563.0,214.70021,-1.70514,4.0
398,544823,3091.0,217.08359,-0.87218,4.0
399,48443,3416.0,217.08246,-0.67168,4.0
400,568878,986.0,216.80048,-0.4618,4.0
401,228630,2596.0,217.91565,1.23987,4.0
402,508050,1905.0,215.57336,-1.7087900000000003,4.0
403,493630,723.0,221.83167000000003,-1.34871,4.0
404,592737,383.0,213.84665,-0.03468,4.0
405,49014,3174.0,219.2414,-0.8243799999999999,4.0
406,320653,2456.0,218.98695,1.8141200000000002,4.0
407,362243,171.0,214.01757999999998,2.62049,4.0
408,240337,318.0,221.92004,1.53094,4.0
409,240093,619.0,220.45906000000002,1.42159,4.0
410,343753,1072.0,222.02289,2.09729,4.0
411,512554,1423.0,219.2491,-1.06598,4.0
412,497075,11.0,214.28033,-1.10181,4.0
413,486045,354.0,218.25647,-1.7037799999999999,4.0
414,512314,461.0,218.45767,-1.07655,4.0
415,318892,985.0,212.77747000000002,1.9696,4.0
416,17187,47.0,222.20966,0.70773,4.0
417,296619,2207.0,212.50432,1.49919,16.0
418,485811,3169.0,217.50757000000002,-1.8458700000000001,16.0
419,250289,2730.0,214.36708,1.99311,28.0
420,592910,1852.0,214.63086,-0.01464,4.0
