,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z
152,345887,131.55479,2.08175,0.29610286083926035,127700000768.0,0.1120000034570694
153,371500,131.60379,0.87095,0.21762422904892412,220399992832.0,0.1331000030040741
154,376028,131.7503,1.33269,0.25547783750525843,28910000128.0,0.08669999986886978
155,323504,131.95081,1.53445,0.2088743620344414,102499999744.0,0.06289999932050705
156,376121,132.11778,1.39726,0.23230590420677286,105100001280.0,0.05139999836683273
157,301104,132.13335,1.22128,0.22528090393390438,94099996672.0,0.13210000097751617
158,381273,131.96808,1.82674,0.2596541376548541,57590001664.0,0.11129999905824661
159,376187,132.39557,1.43679,0.2050206698584793,49080000512.0,0.08739999681711197
160,600098,133.7682,0.38855,0.2827846385799994,39060000768.0,0.10740000009536743
161,536727,133.01946,-0.19713,0.22799491494525267,48260001792.0,0.12770000100135803
162,214951,132.35747,0.42527,0.20888530466475644,24679999488.0,0.09880000352859497
163,371601,132.01727,1.03236,0.31987644638725343,6238000128.0,0.06069999933242798
164,346438,133.69567,1.99204,0.20508611675775498,33099999232.0,0.12860000133514404
165,600421,135.49058,0.28417,0.4201886208185716,26210000896.0,0.05649999901652336
166,372012,133.85881,1.00429,0.20183120876615399,9368000512.0,0.08739999681711197
167,386974,134.74473,2.37186,0.29969711101395713,19900000256.0,0.12849999964237213
168,574423,135.75994,-0.20038,0.46433698777165006,50789998592.0,0.053599998354911804
169,372452,135.7697,1.13572,0.22209677253286028,22900000768.0,0.05260000005364418
170,600679,136.8274,0.25166,0.41928555091471326,3732999936.0,0.10100000351667404
171,600783,137.38474,0.40693,0.2540606185471285,6526000128.0,0.09359999746084213
172,377083,136.40438,1.53361,0.2717218790653733,35560001536.0,0.14790000021457672
173,382505,137.10014,2.00009,0.20051753382429724,38329999360.0,0.05609999969601631
174,324804,137.3956,1.74473,0.25652531184313354,9968000000.0,0.10220000147819519
175,324764,137.20387,1.72633,0.42275676392795647,46470000640.0,0.10440000146627426
176,324845,137.55512,1.84583,0.20374667500377328,27060000768.0,0.0771000012755394
177,324841,137.57237,1.7974,0.2727511044478095,31520000000.0,0.10459999740123749
178,218733,140.29763,0.88594,0.419585537810421,97730002944.0,0.14149999618530273
179,303010,140.29293,1.47274,0.20777496598795625,6525000192.0,0.016300000250339508
180,623682,139.86925,0.70466,0.21112638302451658,1612999936.0,0.05649999901652336
181,279877,139.81216,1.07663,0.20024126163178968,79279996928.0,0.0868000015616417
182,377863,139.25274,1.56385,0.27002027459657946,28710000640.0,0.14180000126361847
183,388153,138.90418,2.47573,0.20910527641936996,24560001024.0,0.09030000120401382
184,347904,139.56665,2.24567,0.2155577917611835,27509999616.0,0.08699999749660492
185,388522,140.49187,2.57455,0.23194685311331434,325900009472.0,0.12359999865293503
186,210948,140.52187,0.15092,0.2764442323953613,43619999744.0,0.06949999928474426
187,217016,140.85331,0.44069,0.20913083924677447,70859997184.0,0.1387999951839447
188,211035,140.92492,0.08314,0.2572519809870261,133800001536.0,0.1378999948501587
189,573870,130.45583,-0.17542,0.20192131878935277,106899996672.0,0.12839999794960022
190,599127,130.16257,0.38262,0.2002052362294573,103099998208.0,0.13420000672340393
191,375812,130.81162,1.42259,0.23889799047110036,116199997440.0,0.13910000026226044
192,380617,129.2873,1.70299,0.20759246069056117,122499997696.0,0.10490000247955322
193,231830,185.62686,1.91463,0.2085552679067154,35140001792.0,0.0908999964594841
194,296690,212.88073,1.49688,0.262276145848044,86529998848.0,0.11599999666213989
195,249572,212.15926,2.18613,0.21424873628377783,6854000128.0,0.09480000287294388
196,361723,212.08665,2.83952,0.23669801089021772,34560000000.0,0.1387999951839447
197,361884,212.92383,2.64074,0.2608329371941161,145699995648.0,0.13079999387264252
198,250276,214.43492,2.06029,0.24614409184712716,13390000128.0,0.053199999034404755
199,227484,213.80771,1.26222,0.2191261605180681,12300000256.0,0.06909999996423721
200,319067,213.49765,1.83181,0.23464501238362967,81420001280.0,0.053300000727176666
201,319101,213.52325,1.90409,0.22122710908027718,1862000000.0,0.05490000173449516
202,296643,212.71201,1.45717,0.23519151310516692,20419999744.0,0.11599999666213989
203,320071,216.89302,1.83378,0.2915472759872284,61669998592.0,0.09969999641180038
204,250464,214.75437,2.02382,0.2048172741348074,22840000512.0,0.053599998354911804
205,362496,215.2988,2.73505,0.28001302216579227,17329999872.0,0.06469999998807907
206,320551,218.67851,1.78336,0.5296417151914627,13029999616.0,0.0778999999165535
207,320109,217.02738,1.84224,0.2852695866730424,36970000384.0,0.11219999939203262
208,362912,217.19098,2.57792,0.25160012145012556,19599998976.0,0.08720000088214874
209,342699,216.90174,2.1325,0.4570880393017274,28450000896.0,0.08760000020265579
210,342891,217.77439,2.23353,0.21068169769302997,962099968.0,0.026399999856948853
211,262212,218.26377,2.45411,0.22426940459350045,14300000256.0,0.06509999930858612
212,363319,218.85395,2.56676,0.4575320404435686,33429999616.0,0.09849999845027924
213,298442,219.94731,1.31319,0.21964676888760276,3768000000.0,0.05009999871253967
214,262685,220.6287,2.35319,0.23057568712260704,42800001024.0,0.13809999823570251
215,240348,221.99266,1.4015,0.2509005359691864,24180000768.0,0.10429999977350235
216,240203,221.12552,1.43162,0.24847960002248537,59209998336.0,0.11959999799728394
217,363720,221.03754,2.57078,0.2560705654953054,23979999232.0,0.11640000343322754
218,262830,221.50338,2.35811,0.24978177697356896,24700000256.0,0.07900000363588333
219,367450,222.26781,2.96742,0.2514857083033904,149900001280.0,0.121799997985363
220,344071,223.43632,2.10999,0.2778312854684233,60600000512.0,0.1324000060558319
221,422219,129.91257,2.57408,0.20515411015049417,337599987712.0,0.11289999634027481
222,425921,131.64739,2.9992,0.26019584264470463,25510000640.0,0.1446000039577484
223,522103,132.47988,2.89815,0.33803604254326697,58909999104.0,0.06030000001192093
224,517800,133.77196,2.54238,0.2037314385353366,12490000384.0,0.07029999792575836
225,418788,137.69141,2.74717,0.34306257553912467,55779999744.0,0.1436000019311905
226,214444,130.19129,0.59271,0.2028885126057691,8444000256.0,0.10260000079870224
227,380620,129.42704,1.69318,0.25338147954412443,2764000000.0,0.05959999933838844
228,202408,129.4355,-0.24461,0.21006112670770308,8169999872.0,0.05260000005364418
229,549071,130.15583,-0.60225,0.24761483520612365,1820999936.0,0.07829999923706055
230,202397,129.44792,-0.24408,0.3472897784548457,589400000.0,0.05220000073313713
231,386216,130.57442,2.14604,0.22833061922452985,2288000000.0,0.06319999694824219
232,422113,129.41517,2.59516,0.49958037158724444,20199999488.0,0.12020000070333481
233,422228,129.93613,2.59097,0.3021404022221289,28369999872.0,0.11150000244379044
234,622164,131.55492,0.69581,0.2004049149124903,29550000128.0,0.13019999861717224
235,622083,130.88071,0.72617,0.2377009315862563,196200000.0,0.09679999947547913
236,380968,130.83671,1.80499,0.24141487939475736,13440000000.0,0.07639999687671661
237,323246,131.01754,1.57896,0.22655405308423998,33379999744.0,0.061900001019239426
238,214652,130.79846,0.56692,0.2138392482993596,1208000000.0,0.05119999870657921
239,380863,130.40454,1.77655,0.23011505632634663,990600000.0,0.050599999725818634
240,573840,130.33075,-0.20663,0.3152147323080724,15160000512.0,0.13539999723434448
241,208983,131.17354,0.10867,0.21883759029942845,37360001024.0,0.11909999698400497
242,386246,131.02525,2.15271,0.20216148035080528,15889999872.0,0.14249999821186066
243,521819,131.36708,2.91472,0.4968857724712369,4328000000.0,0.07919999957084656
244,381351,132.37279,1.79626,0.23034309752033377,26420000768.0,0.11169999837875366
245,323547,132.18346,1.63555,0.29136973799602534,395400000.0,0.05040000006556511
246,196837,132.90975,-0.69973,0.4873382424544388,47400001536.0,0.10459999740123749
247,346206,132.84967,2.1456,0.24386012150975492,5832999936.0,0.10740000009536743
248,371979,133.70746,0.96674,0.2783871659778451,4199000064.0,0.10209999978542328
249,372045,133.97321,0.9832,0.37830414114878375,24569999360.0,0.11940000206232071
250,197084,133.91371,-0.77825,0.23215341577806703,46409998336.0,0.10589999705553055
251,347013,135.85813,2.20542,0.21403468074997384,10579999744.0,0.12380000203847885
252,382331,136.26904,1.89798,0.21937088513004083,12609999872.0,0.13459999859333038
253,372551,136.30863,1.16437,0.21862734070659984,34419998720.0,0.13330000638961792
254,203882,135.65504,-0.22233,0.222984454381216,5279000064.0,0.10270000249147415
255,197611,136.03367,-0.72014,0.3193540104753855,10119999488.0,0.11630000174045563
256,347305,137.20567,2.25939,0.22212033611597617,1100000000.0,0.0575999990105629
257,347300,137.23038,2.25533,0.2273832711044247,12940000256.0,0.10520000010728836
258,216186,137.06817,0.53355,0.4597025018897328,10430000128.0,0.14669999480247498
259,377364,137.31788,1.57843,0.21163559124040773,4123000064.0,0.10339999943971634
260,216311,137.69629,0.60608,0.2142882499674451,6243999744.0,0.14560000598430634
261,324963,138.03054,1.91205,0.20026989318842897,21300000768.0,0.058800000697374344
262,3913888,138.16092,-0.86962,0.2966539538174219,16659999744.0,0.08160000294446945
263,3632594,138.25246,-0.95549,0.3266706654847568,85730000896.0,0.13619999587535858
264,550894,138.0025,-0.62412,0.2324620155822219,1535000064.0,0.08810000121593475
265,377662,138.4355,1.63343,0.24169006504172094,16999999488.0,0.1362999975681305
266,551212,139.32517,-0.42667,0.22866596622864716,9550999552.0,0.10289999842643738
267,198506,139.78154,-0.78778,0.2965200454186538,17710000128.0,0.04619999974966049
268,198377,139.30642,-0.83893,0.2441073795558947,666300032.0,0.07429999858140945
269,279912,139.86921,1.01569,0.21085231651910147,8149000192.0,0.08720000088214874
270,325385,139.97421,1.89308,0.21951745455862032,5168000000.0,0.1395999938249588
271,601585,140.61592,0.21871,0.22331562577673403,15470000128.0,0.13920000195503235
272,210997,140.74404,0.20199,0.25485753205829065,59050000384.0,0.13779999315738678
273,196101,129.34758,-0.69439,0.21370940838752894,42569998336.0,0.1080000028014183
274,381577,133.15779,1.82664,0.2557309225942758,2884000000.0,0.07280000299215317
275,423759,137.05987,2.95078,0.21506833869153136,30109999104.0,0.14749999344348907
276,214624,130.90321,0.59576,0.23275398989334353,34519998464.0,0.05079999938607216
277,514157,139.46192,2.64359,0.20822736327103286,2131000064.0,0.08150000125169754
278,3624494,132.15517,-0.78384,0.20121637624740943,442400000.0,0.03790000081062317
279,216085,136.58871,0.51799,0.25241329745041624,3528000000.0,0.14810000360012054
280,388600,140.72654,2.50766,0.2182127742518088,61049999360.0,0.1469999998807907
281,278766,133.70083,0.84627,0.2065266704005523,826800013312.0,0.10869999974966049
282,522215,133.56825,2.93093,0.27751550359729177,11020000256.0,0.13249999284744263
283,3908854,136.9205,-1.21444,0.25098180191820685,15299999744.0,0.08799999952316284
284,3593846,139.59808,-1.90503,0.24181970096025784,2417999872.0,0.10409999638795853
285,3592172,138.63338,-1.89768,0.20910510688123343,25140000768.0,0.13339999318122864
286,3616587,138.82646,-1.50751,0.21249734042210636,2697999872.0,0.05429999902844429
287,3578853,130.98196,-1.62032,0.31946133815220373,65370001408.0,0.12210000306367874
288,3909064,136.9855,-1.14841,0.4205118760374178,4517000192.0,0.07800000160932541
289,3593943,139.74883,-1.87208,0.5456665120741541,21390000128.0,0.1378999948501587
290,656625,140.24008,-1.85962,0.3112479599176929,15640000512.0,0.09910000115633011
291,3892065,139.87304,-1.66792,0.2737528115024476,27320000512.0,0.10119999945163727
292,3599976,129.38913,-1.10436,0.30950300976594003,3308000000.0,0.11029999703168869
293,3904345,134.13208,-1.01359,0.23650265794503297,25670000640.0,0.07689999788999557
294,3610455,135.09329,-1.21204,0.33082205383550667,12179999744.0,0.12720000743865967
295,3860836,133.63392,-1.95526,0.2319700666682844,6317000192.0,0.0681999996304512
296,3906258,135.18908,-1.02566,0.2153419552299366,3598000128.0,0.11180000007152557
297,3911296,138.37767,-1.15744,0.2771282298464654,13109999616.0,0.1444000005722046
298,3873716,129.29358,-1.40344,0.20259675547700426,30310000640.0,0.10660000145435333
299,534589,174.00058,-0.91499,0.21990646308799708,3681999872.0,0.10540000349283218
300,287627,174.1965,1.69352,0.3227870943232424,23520000000.0,0.13439999520778656
301,402287,174.24688,1.99676,0.24729946113495582,16430000128.0,0.1378999948501587
302,402422,175.11037,1.98645,0.23065613989634717,13020000256.0,0.07720000296831131
303,396796,175.00729,1.49267,0.2833141643477328,48449998848.0,0.1340000033378601
304,7176,176.01762,0.7622,0.2040081763261367,15729999872.0,0.12530000507831573
305,84240,176.7615,0.46884,0.25237733803362267,23490000896.0,0.12520000338554382
306,136845,176.28808,-1.76448,0.2,10050000.0,0.026900000870227814
307,136746,175.96037,-1.81207,0.25,7514999808.0,0.12620000541210175
308,30637,176.13771,-1.1238,0.20210881967540983,22530000896.0,0.10620000213384628
309,143533,176.38883,-1.40968,0.25,34260000768.0,0.11760000139474869
310,397104,176.67987,1.46766,0.2352341444164246,5061000192.0,0.14480000734329224
311,98137,176.30246,1.02919,0.2624380305281203,14680000512.0,0.14749999344348907
312,559472,177.21904,-0.59724,0.20979826030581344,10410000384.0,0.12620000541210175
313,559545,177.57329,-0.52338,0.26048111182265365,24340000768.0,0.13459999859333038
314,143692,177.13742,-1.29909,0.23880403337626727,5096999936.0,0.12219999730587006
315,39718,177.9385,-0.71802,0.38309321514884287,8947999744.0,0.08089999854564667
316,535460,177.93404,-1.03303,0.24016213234742806,2376999936.0,0.07999999821186066
317,22667,178.49138,1.13468,0.24545872851374229,2254000128.0,0.08889999985694885
318,219703,178.72958,1.57908,0.23759499813295173,16110000128.0,0.0957999974489212
319,70250,179.25496,0.09284,0.2684625905267551,10380000256.0,0.13809999823570251
320,559971,178.85496,-0.5419,0.24345703770108248,31399999488.0,0.13349999487400055
321,137441,178.37454,-1.72705,0.24114677457743172,62300000256.0,0.14149999618530273
322,178112,179.17792,-1.9198,0.20044826326473256,100200000.0,0.029600000008940697
323,39895,178.69421,-0.77539,0.2020409960602466,12170000384.0,0.13179999589920044
324,272633,180.16837,1.26802,0.206223178836278,36629999616.0,0.13940000534057617
325,272491,179.56837,1.40109,0.31516835908475166,10480000000.0,0.1316000074148178
326,70376,179.62517,0.05585,0.3136042546750227,15630000128.0,0.13079999387264252
327,144285,179.54962,-1.41904,0.25746628063411353,31680000000.0,0.13930000364780426
328,220284,181.01054,1.44758,0.20141222686840754,1022000000.0,0.08190000057220459
329,536124,180.63979,-1.03748,0.30210865072383164,1924999936.0,0.09179999679327011
330,40570,182.01246,-0.75169,0.2163080059420681,31869999104.0,0.11299999803304672
331,40957,183.73733,-0.69189,0.3342535685400784,2211000064.0,0.12430000305175781
332,41181,184.56012,-0.73324,0.2202604927924396,5638000128.0,0.08460000157356262
333,561817,185.00579,-0.5323,0.2758137870217465,29660000.0,0.007000000216066837
334,138942,184.90079,-1.71689,0.2636558607998533,3704999936.0,0.1444000005722046
335,32400,184.67988,-1.05246,0.21515810879447356,14499999744.0,0.13289999961853027
336,85872,184.46942,0.48596,0.2541522510356765,6863000064.0,0.10010000318288803
337,179384,184.5645,-1.98012,0.2,11909999616.0,0.1453000009059906
338,272460,179.4985,1.42932,0.32866907858134253,4664000000.0,0.13349999487400055
339,230592,180.41721,1.97963,0.21967954708213228,2468999936.0,0.10199999809265137
340,271487,174.47758,1.28846,0.24317433396273497,34820001792.0,0.13339999318122864
341,40961,183.75604,-0.72366,0.23311501520127986,20870000640.0,0.125
342,98989,180.71404,1.00312,0.24813474842000566,19619999744.0,0.09589999914169312
343,165987,184.33908,-2.80037,0.2,38449999872.0,0.11029999703168869
344,164403,177.41987,-2.72815,0.4065896081915637,19769999360.0,0.08980000019073486
