,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z
0,491457,211.73487,-1.59471,0.0,36139999232.0,0.029200000688433647
1,460298,211.51452,-1.65754,0.0,2086000000.0,0.05420000106096268
2,460345,211.78462,-1.71899,0.0,72770002944.0,0.11339999735355377
3,484623,211.63878,-1.93563,0.0,45560000512.0,0.1023000031709671
4,484637,211.79006,-1.89456,0.16977783523205772,34889998336.0,0.10289999842643738
5,491454,211.71473,-1.54075,0.0,81180000256.0,0.029500000178813934
6,491414,211.50587,-1.53749,0.0,18190000128.0,0.07020000368356705
7,484621,211.63321,-1.96885,0.06112748750869517,22979999744.0,0.035100001841783524
8,463119,211.54913,-1.22789,0.0,11399999488.0,0.053300000727176666
9,463148,211.68703,-1.33978,0.143398365483332,9269999616.0,0.05350000038743019
10,491442,211.62693,-1.40044,0.0,36380000256.0,0.1289999932050705
11,463146,211.64489,-1.2198,0.0,34820001792.0,0.05900000035762787
12,543438,211.53734,-1.03689,0.21303448008193995,8979999744.0,0.07010000199079514
13,463145,211.63664,-1.23923,0.0007553974679913282,5945999872.0,0.13779999315738678
14,460382,211.97433,-1.79661,0.0,113499996160.0,0.11349999904632568
15,460396,212.07843,-1.78691,0.0,124999999488.0,0.13339999318122864
16,460374,212.03548,-1.7023,0.024226495840740395,48480002048.0,0.02500000037252903
17,460348,211.84969,-1.74179,0.0,35640000512.0,0.11299999803304672
18,484655,211.88866,-1.97102,0.0036986546341687527,13210000384.0,0.05640000104904175
19,460379,211.94664,-1.71637,0.11085506969050792,107700002816.0,0.1136000007390976
20,460375,211.91947,-1.72949,0.0,34859999232.0,0.11289999634027481
21,463176,211.81052,-1.19533,0.04579831845001617,5776000000.0,0.054499998688697815
22,463197,212.00002,-1.29196,0.09313932448669686,131599998976.0,0.11640000343322754
23,491460,211.69443,-1.47829,0.046993377425808204,2236999936.0,0.029500000178813934
24,463230,212.18364,-1.28863,0.0,13660000256.0,0.1168999969959259
25,491508,212.1611,-1.46875,0.0,32149999616.0,0.05480000004172325
26,496943,212.18039,-1.16161,0.045351163652810896,1312000000.0,0.00419999985024333
27,463178,211.84027,-1.35181,0.0,28529999872.0,0.14710000157356262
