,GAMA_ID,RA,DEC,LENS_SCORE
0,484637,211.79006,-1.89456,0.16977783523205772
1,484621,211.63321,-1.96885,0.06112748750869517
2,463148,211.68703,-1.33978,0.143398365483332
3,543438,211.53734,-1.03689,0.21303448008193995
4,463145,211.63664,-1.23923,0.0007553974679913282
5,460374,212.03548,-1.7023,0.024226495840740395
6,484655,211.88866,-1.97102,0.0036986546341687527
7,460379,211.94664,-1.71637,0.11085506969050792
8,463176,211.81052,-1.19533,0.04579831845001617
9,463197,212.00002,-1.29196,0.09313932448669686
10,491460,211.69443,-1.47829,0.046993377425808204
11,496943,212.18039,-1.16161,0.045351163652810896
12,463196,211.95664,-1.28564,0.009676247382230978
13,463223,212.08134,-1.19515,0.045168141149304765
14,491441,211.6263,-1.59569,0.11376691427083074
15,484660,211.95245,-1.98741,0.011883743391501686
16,491514,212.2353,-1.38686,0.08162557056513357
17,463265,212.33605,-1.19192,0.006191102004140576
18,463264,212.33464,-1.26707,0.07414414185184248
19,484683,212.06239,-1.98593,0.05204451259710828
20,491511,212.21313,-1.52251,0.0346336145863041
21,460424,212.21232,-1.60681,0.08511422681550732
22,491509,212.16299,-1.49394,0.08333329973951258
23,463291,212.49968,-1.28914,0.0355452721700115
24,491654,212.59485,-1.47229,0.0818261913231344
25,463285,212.41561,-1.35587,0.10080055949731492
26,491584,212.41528,-1.46649,0.07025784199585708
27,491595,212.48097,-1.47463,0.09234163841699189
28,460428,212.32924,-1.67452,0.08666355584318669
29,463402,212.89604,-1.25635,0.1631129741967117
30,496967,212.70039,-1.14441,0.0007393521575666611
31,463374,212.75694,-1.32125,0.07973621748353331
32,491604,212.50018,-1.50724,0.07448018341199746
33,491602,212.49858,-1.57002,0.01851804316484756
34,460465,212.48665,-1.67352,0.05620434821521979
35,491686,212.82832,-1.51887,0.13835763939418613
36,491683,212.77065,-1.48428,0.07368397849790101
37,460585,212.93581,-1.64631,0.005692905164195507
38,497008,213.35223,-1.10469,0.09794646232268196
39,463453,213.16155,-1.34276,0.010509595025971992
40,491743,213.12768,-1.40597,0.057756785409500404
41,484938,213.337,-1.8859,0.0003752645011111486
42,463490,213.36226,-1.3324,0.05028600908706442
43,460756,213.70929,-1.59708,0.002397374178440622
44,491887,213.775,-1.55686,0.1231159752777807
45,497052,213.95732,-1.13611,0.08505062952722404
46,463634,213.91349,-1.2303,0.006874793995509342
47,514022,214.04671,-1.26845,0.12070321940616335
48,491933,213.94101,-1.42622,0.23618742325629974
49,491931,214.0511,-1.46952,0.10197575673869602
50,463601,213.79297,-1.24519,0.22162587407651252
51,485053,213.89165,-1.95551,0.0014246918436824334
52,485152,214.22172,-1.78112,0.13941354765783473
53,507715,214.28275,-1.75922,0.07514923871093315
