,GAMA_ID,RA,DEC,LENS_SCORE
160,497050,214.0008,-1.10422,0.062045692755659396
161,514025,214.06969,-1.23486,0.002654570870107185
162,463639,213.94646,-1.28723,0.0
163,463641,213.95529,-1.31607,0.10006199018192208
164,463637,213.94259,-1.18682,0.0
165,497049,213.95763,-1.0952,0.011249915943072012
166,514024,214.05656,-1.33252,0.0
167,460712,213.54682,-1.57533,0.0
168,491958,214.08206,-1.42166,0.0
169,514029,214.13352,-1.18215,0.0
170,511426,214.13553,-1.5808,0.0
171,491956,214.06498,-1.46463,0.0
172,463668,214.02194,-1.26039,0.0
173,463598,213.7631,-1.32367,0.008603908269089482
174,460728,213.59506,-1.66424,0.0
175,460785,213.83281,-1.64603,0.0
176,460734,213.6549,-1.65696,0.0
177,485013,213.63766,-1.88928,0.0
178,460767,213.79607,-1.63524,0.10265595430866722
179,511460,214.32003,-1.19068,0.0
180,507719,214.30503,-1.57596,0.0
181,511457,214.29126,-1.16416,0.06811308531478692
182,511455,214.23165,-1.17675,0.09048352276947708
183,497068,214.28687,-1.1084,0.0
184,511459,214.31602,-1.28295,0.1708083787411102
185,511456,214.25259,-1.27679,0.0
186,507709,214.23482,-1.5616,0.0
187,507721,214.31789,-1.58923,0.11025085649653782
188,514031,214.17251,-1.21444,0.06248617162180174
189,511430,214.16073,-1.57357,0.07655727873779555
190,491996,214.21304,-1.38337,0.0
191,511432,214.1783,-1.61798,0.0
192,497067,214.28341,-1.09065,0.0
193,511424,214.13134,-1.71035,0.0
194,485123,214.09817,-1.78871,0.0
195,460847,213.92872,-1.76747,0.06625433891316541
196,511431,214.17405,-1.65904,0.09860596138652154
197,457615,213.90093,-1.98133,0.09737549049988317
198,485099,214.02761,-1.77265,0.0
199,457623,213.93658,-1.99756,0.0
200,544225,214.55856,-1.0462,0.0
201,511488,214.4622,-1.25019,0.0
202,492031,214.44061,-1.37566,0.16823688786663862
203,492043,214.42026,-1.50661,0.0
204,507724,214.32652,-1.61008,0.0
205,492061,214.60086,-1.35121,0.0
206,492092,214.65858,-1.49911,0.03123513810894866
207,485192,214.38767,-1.81021,0.0
208,485226,214.53935,-1.85477,0.0038038056649735874
209,507763,214.46329,-1.74707,0.0699763892425417
210,485225,214.53305,-1.79487,0.0
211,507760,214.39048,-1.67353,0.19460721868261524
212,507761,214.39788,-1.7111,0.0
213,485224,214.52682,-1.8198,0.0036246312538949672
214,485194,214.44791,-1.7598,0.0
215,485227,214.55609,-1.92812,0.1984453244361916
216,511582,214.96847,-1.30243,0.0
217,511535,214.69854,-1.18198,0.0
218,511587,215.0018,-1.13983,0.0
219,511532,214.69441,-1.13733,0.0
220,511586,215.0075,-1.3151,0.0
221,511588,215.04376,-1.1509,0.0012901051973150915
222,492149,215.06076,-1.43142,0.0
223,492148,215.02807,-1.44051,0.1292909885304344
224,492096,214.68001,-1.42346,0.05171412140141512
225,492093,214.66,-1.4757,0.0
226,492121,214.80569,-1.4032,0.23768787749616968
227,507802,214.63302,-1.71298,0.03044534484296243
228,507791,214.57372,-1.65599,0.0
229,485268,214.664,-1.78439,0.14464035334723033
230,507808,214.64664,-1.62209,0.00612282938276331
231,507847,214.69771,-1.61811,0.0
232,507790,214.57274,-1.75252,0.0
233,507799,214.63245,-1.68418,0.0
234,485271,214.66921,-1.80547,0.0
235,485229,214.57734,-1.84649,0.0
236,485230,214.57937,-1.83038,0.18147204937218156
237,507899,214.84204,-1.68233,0.0
238,507858,214.79284,-1.67703,0.0
239,485278,214.72794,-1.8703,0.0
240,485310,214.84475,-1.78117,0.0
241,485308,214.82332,-1.95872,0.06435381692681842
242,485356,215.21726,-1.94779,0.0
243,504369,215.22535,-1.96702,0.0
244,504342,215.02748,-1.96721,0.0
245,504344,215.08377,-1.98606,0.0
246,485362,215.24606,-1.88305,0.0
247,485339,215.08655,-1.87014,0.0
248,492197,215.28365,-1.39244,0.0
249,511640,215.27219,-1.30004,0.0
250,544369,215.1942,-0.89251,0.0
251,492206,215.35295,-1.50446,0.0
252,511613,215.16703,-1.28236,0.0
253,511643,215.28064,-1.12385,0.0
254,507974,215.28741,-1.57225,0.0
255,492169,215.14654,-1.41344,0.00905952520311703
256,492173,215.20169,-1.43552,0.014210694945498235
257,485376,215.31498,-1.80928,0.07938839977431576
258,508002,215.41595,-1.66291,0.014442390810812266
259,508011,215.45198,-1.6566,0.13872349940215886
260,508005,215.42533,-1.68735,0.0
261,485406,215.4375,-1.76736,0.0
262,492246,215.55927,-1.4436,0.0
263,511669,215.41095,-1.15448,0.14016290648009244
264,37036,215.51946,-1.05438,0.0010340332381677756
265,544434,215.5597,-0.97436,0.0
266,492233,215.48003,-1.40059,0.0
267,507977,215.37709,-1.55276,0.0
268,508012,215.44976,-1.53427,0.0
269,511668,215.40847,-1.12523,0.0
270,492232,215.45638,-1.33838,0.0
271,492234,215.50268,-1.45999,0.0
272,492230,215.44177,-1.38764,0.0
273,508073,215.84631,-1.72311,0.0013804899600773502
274,485463,215.8166,-1.82092,0.0
275,485459,215.7864,-1.85699,0.038487331474628635
276,485435,215.68265,-1.90412,0.0494370923318457
277,485461,215.79856,-1.87185,0.15574017735885531
278,485458,215.73217,-1.82555,0.0
279,504474,215.82738,-1.97697,0.09508478920313873
280,508102,215.90465,-1.62499,0.0
281,485436,215.68987,-1.86422,0.0
282,485467,215.85791,-1.77554,0.0
283,485434,215.66928,-1.89003,0.0
284,511761,215.88423,-1.23252,0.0
285,511765,215.91147,-1.23911,0.01769572414129781
286,511756,215.87068,-1.25297,0.006850763727986621
287,508138,216.07368,-1.58417,0.0
288,492267,215.75827,-1.43905,0.0
289,508104,215.92093,-1.64341,0.0
290,508137,216.06868,-1.6272,0.0
291,508107,215.95568,-1.63212,0.0
292,485506,216.11642,-1.82326,0.014447970232674115
293,508180,216.15566,-1.63891,0.01735792964244363
294,485498,216.12796,-1.88036,0.0
295,508093,215.94532,-1.64376,0.0
296,508110,215.96866,-1.61893,0.0
297,511789,215.9925,-1.12841,0.0
298,511825,216.19107,-1.28872,0.0
299,492322,216.08095,-1.43096,0.0
300,511822,216.14191,-1.09305,0.0
301,511824,216.15838,-1.09646,0.0
302,492351,216.16536,-1.4899,0.0975955325753051
303,511763,215.89116,-1.23492,0.041758484920580694
304,511768,215.93876,-1.27377,0.09354610071582356
305,511792,216.03205,-1.21514,0.07863892100493816
306,511762,215.88761,-1.26763,0.0
307,508142,216.12254,-1.55821,0.0
308,508045,215.62351,-1.63139,0.0007462264539614594
309,508132,216.07695,-1.60996,0.07724738937439815
310,508074,215.84808,-1.69168,0.0003284765944479186
311,485504,216.10106,-1.7649,0.0
312,485413,215.53472,-1.85988,0.00279863283506799
313,485414,215.55069,-1.89123,0.0
314,508111,215.97582,-1.60545,0.0
315,485505,216.11359,-1.80287,0.11693459743862529
316,511887,216.51595,-1.2222,0.0
317,492384,216.39463,-1.37613,0.0
318,511863,216.28745,-1.11349,0.0
319,511867,216.38846,-1.11396,0.3522291202812785
320,511832,216.26876,-1.13815,0.089131862769461
321,492414,216.50321,-1.4118,0.0
322,511865,216.31907,-1.13127,0.3159736549968519
323,511835,216.28067,-1.12806,0.08879054013290558
324,492390,216.38909,-1.49994,0.1893682762428996
325,492411,216.47954,-1.47142,0.0
326,492408,216.46435,-1.47548,0.0
327,511864,216.3076,-1.09949,0.03133403822482506
328,508225,216.32145,-1.52679,0.0
329,497151,216.29435,-1.07701,0.0
330,485558,216.3372,-1.88392,0.06461329405462732
331,508222,216.40923,-1.62239,0.0
332,508183,216.18113,-1.64161,0.0
333,508184,216.18104,-1.5703,0.0
334,508224,216.32176,-1.66892,0.0
335,508187,216.19125,-1.59904,0.0
336,508188,216.20794,-1.67721,0.0
337,485523,216.29218,-1.8037,0.0
338,508144,216.12634,-1.62837,0.0
339,504574,216.23296,-1.95776,0.0
340,508181,216.15811,-1.63227,0.05486119017548391
341,485507,216.14495,-1.73786,0.0773297266338272
342,485529,216.24766,-1.86855,0.24617784308816199
343,511921,216.67456,-1.14923,0.11257328514659534
344,492447,216.67527,-1.36331,0.0
345,511890,216.53658,-1.20228,0.08039289242869663
346,492417,216.53974,-1.30739,0.007891813292375737
347,544755,216.8207,-0.92122,0.10960529299000621
348,511923,216.69281,-1.11889,0.0
349,492420,216.58759,-1.39181,0.062049624040111315
350,508320,216.65219,-1.51751,0.0
351,492419,216.56604,-1.30001,0.0
352,511920,216.61254,-1.1688,0.04314769798582951
353,511892,216.55728,-1.18999,0.0
354,511945,216.74677,-1.23289,0.0
355,485585,216.58568,-1.79085,0.0
356,508312,216.59878,-1.59374,0.0
357,508265,216.45796,-1.57109,0.0
358,508268,216.52019,-1.53894,0.0
359,508274,216.57005,-1.53538,0.07411252447585989
360,508318,216.63567,-1.58867,0.0
361,485579,216.54477,-1.84054,0.0
362,485577,216.4625,-1.81528,0.0028873879730712242
363,485584,216.58445,-1.84371,0.020446760663849567
364,508316,216.63228,-1.69992,0.0
365,508321,216.6604,-1.64375,0.0
366,504614,216.45715,-1.96675,0.0
367,511986,216.98919,-1.23513,0.0
368,511993,217.0287,-1.10072,0.07581926658101898
369,511969,216.89527,-1.23664,0.0
370,511991,217.00006,-1.2579,0.0
371,511983,216.97529,-1.24676,0.017147764734388695
372,48433,217.04584,-0.72219,0.0
373,492486,216.89883,-1.37261,0.0
374,511984,216.97667,-1.21989,0.09343084980712955
375,492559,217.11438,-1.41377,0.0
376,492510,216.94423,-1.43223,0.0
377,511978,216.95911,-1.24687,0.0
378,492487,216.90021,-1.41089,0.0
379,508358,216.84013,-1.56554,0.06566431724517673
380,508310,216.66245,-1.59513,0.0135411839099634
381,508352,216.83239,-1.67321,0.05820602754069073
382,485646,216.76993,-1.72968,0.0
383,485608,216.67004,-1.71774,0.17117183002508135
384,485610,216.68842,-1.85951,0.0
385,485613,216.72365,-1.91414,0.0
386,508421,216.98917,-1.6312,0.0
387,508416,216.93189,-1.58704,0.0
388,508469,217.09549,-1.67831,0.0
389,485684,216.92499,-1.75573,0.0
390,485690,217.01912,-1.83177,0.0
391,508412,217.04177,-1.67685,0.0
392,485651,216.88566,-1.71081,0.06993131512631166
393,508467,217.0819,-1.6057,0.0
394,485679,217.00945,-1.85144,0.15763907223769164
395,504728,217.05458,-1.92951,0.0
396,504713,217.04185,-1.94162,0.0
397,485688,216.96339,-1.74526,0.0
398,504730,217.06491,-1.98251,0.12957728335688906
399,485727,217.08291,-1.81272,0.0
400,504771,217.26708,-1.94901,0.0791545540339189
401,508472,217.12367,-1.56388,0.0
402,485739,217.18113,-1.69686,0.0
403,485779,217.29527,-1.78799,0.0
404,508478,217.17188,-1.56833,0.0
405,508470,217.09628,-1.53664,0.0026494181272772896
406,485778,217.28002,-1.70054,0.09724841817176713
407,508523,217.21653,-1.54393,0.0
408,508522,217.20395,-1.58967,0.0
409,508524,217.22006,-1.62023,0.0
410,508480,217.18225,-1.65845,0.0
411,508495,217.13924,-1.64253,0.0
412,512048,217.2455,-1.06611,0.0
413,512071,217.38667,-1.16621,0.0
414,492561,217.15045,-1.37766,0.0
415,512072,217.40464,-1.21603,0.0592614248508834
416,508565,217.38556,-1.51078,0.19127238569073446
417,492599,217.29766,-1.31916,0.166203532041891
418,492628,217.44884,-1.48047,0.0
419,504882,217.5636,-1.93229,0.0
420,504890,217.63038,-1.97952,0.0
421,485836,217.60165,-1.76691,0.0
422,485833,217.56867,-1.75699,0.08279534526597285
423,485834,217.57879,-1.7877,0.06075123273928618
424,508594,217.56746,-1.57359,0.0
425,508599,217.61447,-1.5774,0.13358368234961043
426,508632,217.64673,-1.66714,0.1528239134848314
427,508568,217.44606,-1.5758,0.0
428,485838,217.63035,-1.69253,0.0
429,508593,217.56787,-1.59373,0.0
430,504830,217.44072,-1.92325,0.11684815169193595
431,512110,217.60905,-1.13174,0.0715249385957481
432,492687,217.8708,-1.4435,0.0
433,492692,217.8598,-1.33534,0.0
434,508639,217.729,-1.52735,0.035137598752857206
435,485882,217.73183,-1.75187,0.0
436,485880,217.70911,-1.71206,0.07313738621979365
437,508638,217.72923,-1.64419,0.0006914146148973802
438,508670,217.84164,-1.66386,0.01606720596327914
439,485919,217.82585,-1.81538,0.07896632536958176
440,485921,217.83385,-1.75092,0.0982905873786141
441,485842,217.6564,-1.75398,0.0
442,485886,217.75866,-1.84525,0.0
443,485922,217.85034,-1.82722,0.0
444,504922,217.77789,-1.94577,0.0
445,485883,217.74875,-1.82317,0.0
446,492690,217.91037,-1.35134,0.0
447,512204,218.06244,-1.17295,0.007916328850928231
448,512193,217.96989,-1.24571,0.0
449,512197,218.01343,-1.16768,0.0
450,492740,218.14104,-1.43716,0.0
451,492727,218.09391,-1.39696,0.0582571201609721
452,508744,218.15459,-1.52336,0.0
453,508705,217.97365,-1.47555,0.0
454,508700,217.95356,-1.49706,0.0
455,508665,217.92053,-1.49801,0.0557242668450445
456,492720,218.02178,-1.41352,0.0
457,492697,217.89992,-1.29628,0.002557512687127847
458,485971,217.97497,-1.77881,0.09073324542315678
459,504962,218.00788,-1.97706,0.0022769169657355284
460,508755,218.18988,-1.59773,0.0
461,486008,218.22155,-1.70198,0.0
462,486057,218.40875,-1.85512,0.0
463,486006,218.19989,-1.69348,0.0
464,505438,219.85903,-1.99016,0.0
465,504967,218.02377,-1.98048,0.0
466,504953,217.93154,-1.99164,0.0
467,512169,217.92683,-1.18599,0.0
468,512279,218.3393,-1.05123,0.0
469,512170,217.93074,-1.23882,0.0
470,512254,218.31596,-1.14011,0.0430757889600614
471,492700,217.92306,-1.37701,0.0
472,492762,218.31299,-1.35545,0.14285714285714285
473,492782,218.26598,-1.4022,0.0
474,492764,218.32004,-1.25261,0.06405400508742246
475,485926,217.81285,-1.78406,0.0
476,508635,217.7049,-1.5718,0.0
477,508629,217.69249,-1.67363,0.041563836427392774
478,485835,217.58796,-1.78843,0.002526797881227919
479,508672,217.85048,-1.59015,0.0
480,485866,217.55467,-1.72059,0.20270690271027067
481,485885,217.7579,-1.71722,0.13211945908394854
482,485929,217.84163,-1.72218,0.1335654650343288
483,504877,217.58445,-1.97653,0.0
484,504879,217.50673,-1.90317,0.0
485,508640,217.73967,-1.66101,0.0
486,485828,217.53055,-1.83848,0.0
487,485873,217.75015,-1.80042,0.34945602815717053
488,485884,217.75643,-1.83753,0.0
489,512313,218.44192,-1.0723,0.09138944417515185
490,512351,218.55194,-1.16323,0.0
491,512310,218.39294,-1.12189,0.0772536062118074
492,512312,218.40564,-1.08581,0.0670281216582188
493,492770,218.37314,-1.28629,0.0012502088609101353
494,512353,218.58323,-1.2256,0.09058977203565836
495,492792,218.46627,-1.34588,0.0
496,492849,218.61963,-1.26614,0.0
497,48740,218.42752,-0.80006,0.0
498,48803,218.61682,-0.70611,0.012548057887650179
499,508751,218.15651,-1.53013,0.029507000261655418
500,508680,217.9022,-1.59245,0.11901148575377961
501,508704,217.96759,-1.47929,0.0908703842021405
502,508756,218.19625,-1.59532,0.14032799235277504
503,508674,217.8561,-1.47254,0.21437128039409828
504,508678,217.89082,-1.48965,0.0
505,485924,217.93075,-1.8266,0.0
506,508748,218.11624,-1.5521,0.08427457935848932
507,508695,217.92135,-1.62475,0.0
508,492893,218.81967,-1.38773,0.0
509,492892,218.81871,-1.33565,0.1177515276068983
510,492883,218.72674,-1.27168,0.0
511,492941,218.85669,-1.39907,0.19686086851350826
512,492851,218.64203,-1.42283,0.060842512219206224
513,512436,218.86083,-1.20403,0.0
514,512394,218.72427,-1.13718,0.0
515,486099,218.531,-1.70453,0.08888705897958342
516,508867,218.69781,-1.47499,0.02370965432140868
517,486140,218.64125,-1.78811,0.0
518,508815,218.52142,-1.6103,0.0
519,486136,218.58052,-1.73644,0.002598255170373304
520,508832,218.58434,-1.50543,0.01891332752576012
521,505077,218.48096,-1.93108,0.04856433565162435
522,512524,219.06928,-1.1312,0.09957583346858388
523,512447,218.96701,-1.12284,0.08904288447939344
524,492957,218.99465,-1.28708,0.10974319676845253
525,512479,219.00339,-1.13375,0.07810573980131962
526,512475,219.0477,-1.23238,0.0
527,512502,219.09456,-1.07418,0.0
528,512480,219.01191,-1.11986,0.0
529,492984,219.07022,-1.38696,0.0004889192285572487
530,492952,218.96808,-1.27528,0.0
531,492945,218.90176,-1.38211,0.0
532,492987,219.07125,-1.26013,0.0
533,492946,218.93742,-1.30399,0.0
534,486215,218.95215,-1.83625,0.0
535,492940,218.85464,-1.44276,0.0
536,508908,218.91788,-1.49229,0.0
537,486209,218.89789,-1.79095,0.0
538,505171,218.80279,-1.95873,0.0
539,505214,218.94329,-1.96565,0.0
540,486214,218.93696,-1.85635,0.17815297474221325
541,486205,218.88587,-1.76209,0.0
542,486170,218.76717,-1.75511,0.0
543,508936,219.05533,-1.46996,0.0
544,505258,219.01938,-1.96636,0.0
545,505311,219.18296,-1.93698,0.08282425893989169
546,508991,219.23585,-1.45026,0.0
547,508943,219.04471,-1.50268,0.13491770080732285
548,508983,219.22122,-1.52867,0.0
549,486218,218.99977,-1.77047,0.0
550,508981,219.18576,-1.45083,0.0
551,505313,219.19914,-1.9313,0.0
552,505263,219.04425,-1.92313,0.0
553,508980,219.17357,-1.48824,0.0
554,505264,219.04699,-1.96592,0.0
555,505316,219.22592,-1.88202,0.0
556,505341,219.37849,-1.9642,0.0
557,509027,219.33546,-1.54424,0.0
558,486276,219.30351,-1.84534,0.0
559,508987,219.27881,-1.64017,0.0
560,486303,219.42923,-1.79517,0.04495439124899303
561,486275,219.29212,-1.6818,0.0
562,509005,219.30462,-1.4703,0.07713022460220217
563,509013,219.42988,-1.52141,0.0
564,509012,219.41617,-1.60077,0.016469029793397132
565,512533,219.14073,-1.09733,0.0
566,512537,219.1577,-1.19221,0.0
567,512552,219.24041,-1.06678,0.0
568,512589,219.33058,-1.07041,0.0
569,493024,219.16879,-1.43343,0.0
570,512544,219.20127,-1.1901,0.004239799599469863
571,493028,219.24002,-1.39851,0.0
572,493072,219.39919,-1.31618,0.0
573,486321,219.58297,-1.81237,0.0
574,505397,219.69036,-1.91699,0.1331882123393082
575,505365,219.49743,-1.94476,0.07645864229113292
576,486353,219.69992,-1.81059,0.052346056609401635
577,505401,219.73431,-1.84719,0.0
578,505427,219.77543,-1.86325,0.11141762245257075
579,509080,219.66128,-1.56507,0.2656125477568647
580,486355,219.72481,-1.77297,0.0
581,509077,219.64852,-1.48654,0.0
582,509041,219.53765,-1.63482,0.08412230466998666
583,509084,219.69453,-1.5015,0.11134852979242778
584,505392,219.67419,-1.84794,0.06782954778028877
585,509037,219.55218,-1.51702,0.09454034942809503
586,509075,219.64114,-1.4584,0.0
587,512721,219.75956,-1.18866,0.006366894281540555
588,493136,219.61501,-1.29265,0.0
589,512632,219.51177,-1.12171,0.0
590,512685,219.70445,-1.12633,0.09125046923063485
591,512681,219.62493,-1.18819,0.0
592,512631,219.47215,-1.14872,0.0
593,493139,219.68796,-1.2618,0.0
594,512634,219.52105,-1.14728,0.0
595,486401,219.80888,-1.76734,0.0
596,486438,220.03204,-1.63857,0.06010085772715764
597,509131,219.82383,-1.47334,0.052670091421856156
598,486404,219.86374,-1.82072,0.0
599,486437,220.01768,-1.67091,0.0
600,486432,219.92063,-1.79231,0.0
601,505429,219.79311,-1.8762,0.0
602,486394,219.85357,-1.7851,0.10745150203353088
603,486410,219.88958,-1.8113,0.0
604,505434,219.83287,-1.84702,0.0
605,505441,219.86678,-1.91433,0.30061991539680055
606,493293,220.24596,-1.34477,0.0
607,493208,219.96672,-1.26623,0.02806632164454627
608,493213,220.00426,-1.30141,0.0
609,493212,220.00337,-1.3205,0.16569100695022623
610,512727,219.81327,-1.11792,0.15307483854061216
611,512756,219.96759,-1.18276,0.0
612,493210,219.98903,-1.39018,0.004244343255417823
613,493209,219.97039,-1.36388,0.052244944793156646
614,493173,219.84767,-1.31977,0.1283395588847928
615,493172,219.82751,-1.3069,0.252347549315637
616,493251,220.13042,-1.29692,0.10986253905561719
617,486524,220.20968,-1.64868,0.0
618,486539,220.33806,-1.75286,0.05156397950752863
619,505491,220.10227,-1.84282,0.0
620,505492,220.10639,-1.88388,0.18917136374977106
621,486532,220.24527,-1.63902,0.0
622,486456,220.13083,-1.66019,0.0
623,486459,220.18185,-1.70024,0.18422102009406088
624,505509,220.20674,-1.85543,0.0
625,486594,220.43486,-1.80701,0.0
626,49356,220.65382,-0.7731,0.0
627,493248,220.1219,-1.32515,0.08783828415213057
628,493338,220.42925,-1.25568,0.0
629,512875,220.75902,-1.08142,0.06701986349373486
630,493290,220.22575,-1.22722,0.08044604663175263
631,493336,220.36688,-1.26264,0.0969888207918614
632,493411,220.81634,-1.28403,0.026114173959252328
633,493288,220.23041,-1.41008,0.0
634,486542,220.35082,-1.71209,0.05801440963928847
635,509196,220.0659,-1.50875,0.0
636,509158,219.95645,-1.52288,0.0
