,GAMA_ID,lambdar_log_mstar,z
19993,91954,8.8068495,0.05425
19997,91958,9.362106,0.07752
19998,91959,10.281309,0.05034
20000,91961,11.26416,0.07734
20001,91962,10.72452,0.07718
20002,91963,11.365288,0.04998
20003,91964,8.523456,0.05298
20004,91965,10.436358,0.11822
20007,91968,9.923976,0.07675
20010,91971,8.871638,0.03996
20012,91973,9.379131,0.05163
20013,91974,9.609961,0.07793
20020,91981,9.87489,0.11394
20022,91983,9.176135,0.11882
20023,91984,9.157096,0.05358
20024,91985,9.481168,0.11877
20027,91988,11.45325,0.05209
20028,91989,10.385954,0.0533
20029,91991,11.160361,0.12507
20034,91996,10.795289,0.05455
20035,91997,10.224031,0.05349
20036,91998,10.472521,0.12486
20037,91999,10.821396,0.05278
20038,92000,9.88501,0.05273
20039,92002,10.279904,0.05395
20041,92004,11.11303,0.11834
20042,92005,10.756241,0.12187
20047,92010,9.217933,0.05121
20048,92011,9.903757,0.1216
20049,92012,9.141055,0.05279
20052,92015,9.857507,0.0498
20053,92016,10.761017,0.12578
20054,92017,9.901096,0.126
20056,92019,8.663836,0.04811
20059,92022,8.901865,0.053
20060,92023,9.203731,0.10053
20063,92026,9.838184,0.04975
20064,92027,-0.23847559,1e-05
20066,92029,9.687393,0.12653
20068,92031,9.801796,0.05299
20071,92037,10.841251,0.12242
20072,92038,10.654695,0.10075
20073,92039,10.165636,0.05325
20074,92040,9.997738,0.05266
20086,92053,10.044282,0.1132
20088,92055,9.171466,0.05024
20089,92056,9.033964,0.05039
20092,92059,8.750639,0.05285
20093,92060,9.720619,0.05325
20098,92065,10.254785,0.14486
20100,92067,10.945799,0.12615
20101,92068,9.846962,0.05347
20102,92069,11.052487,0.10087
20104,92071,10.37418,0.12562
20105,92072,8.839362,0.04116
20106,92073,9.064391,0.05154
20115,92082,8.257777,0.02563
20116,92083,9.732633,0.12605
20119,92086,9.459029,0.12581
20123,92091,9.184738,0.05903
20125,92096,10.74683,0.14518
20126,92097,10.789193,0.14534
20127,92098,10.861594,0.13128
20129,92100,9.762573,0.06507
20130,92101,10.522097,0.06575
20131,92102,10.939579,0.13759
20132,92103,10.666357,0.10245
20136,92107,9.291454,0.05816
20141,92112,9.725943,0.06265
20145,92117,9.872577,0.12568
20146,92118,8.718622,0.0649
20148,92120,10.143676,0.12973
20155,92129,11.349526,0.14614
20156,92130,9.491845,0.08385
20159,92133,10.451511,0.14542
20163,92137,8.953329,0.05497
20164,92138,10.622025,0.14548
20167,92141,8.65716,0.05459
20168,92142,9.656896,0.12596
20169,92143,10.076388,0.14668
20174,92150,10.755854,0.09741
20177,92153,10.48882,0.08496
20178,92154,7.570282,0.05465
20179,92155,10.780692,0.1249
20193,92169,9.709672,0.10262
20199,92175,11.044752,0.1215
20201,92177,10.01069,0.14123
20205,92182,9.998634,0.08491
20207,92184,10.597877,0.13287
20214,92191,10.291796,0.12257
20220,92197,9.851161,0.14973
20230,92212,10.378037,0.06545
20231,92213,9.617268,0.11834
20232,92214,10.829339,0.11299
20233,92215,9.648153,0.08439
20235,92217,9.680651,0.12665
20239,92221,9.110111,0.11284
20243,92225,9.816753,0.12727
20247,92229,9.712651,0.0843
20251,92233,9.462155,0.06514
20252,92234,9.174485,0.08543
20256,92239,0.1899402,6e-05
20257,92243,0.9895687,0.00017
20258,92253,3.4514275,0.00077
20259,92262,6.4816403,0.00191
20265,92270,1.8140923,0.00061
20268,92273,0.34163594,0.00016
20269,92274,0.076925375,0.00023
20270,92277,2.9245496,0.00071
20272,92279,1.5588906,0.00015
20273,92280,-0.11854911,4e-05
20274,92282,10.465795,0.14639
20276,92284,-0.11678059,5e-05
20279,92293,0.34147644,3e-05
20280,92294,1.3894812,1e-05
20281,92295,0.5122744,0.0002
20282,92298,0.33966252,0.0003
20283,92300,-0.22668877,9e-05
20285,92302,1.5651325,0.00026
20286,92303,0.51130617,0.00012
20289,92306,0.46899527,2e-05
20290,92307,2.6037202,0.00051
20291,92308,1.1670958,0.00028
20305,92324,10.464433,0.10326
20308,92327,10.466432,0.12554
20315,92334,9.838395,0.10364
20316,92335,8.813803,0.05462
20317,92336,9.974386,0.11261
20318,92337,8.277933,0.02922
20320,92339,9.539436,0.1038
20321,92340,10.113225,0.1413
20329,92351,11.638382,0.12496
20331,92353,10.676969,0.14032
20333,92355,10.876176,0.12383
20337,92360,10.510843,0.12463
20338,92361,10.444286,0.14167
20339,92362,10.571409,0.10304
20340,92363,9.036433,0.10324
20341,92364,10.895538,0.12512
20344,92367,10.392701,0.1242
20346,92369,10.201272,0.10346
20350,92373,11.11402,0.14142
20351,92374,10.146316,0.12572
20358,92381,9.389186,0.08376
20359,92382,9.390236,0.08642
20361,92384,8.934852,0.05271
20362,92385,10.126804,0.12383
20363,92386,9.915098,0.12406
20364,92387,10.091055,0.12748
20368,92391,9.850325,0.12416
20374,92400,9.7817135,0.13667
20375,92401,10.045661,0.11334
20376,92402,10.728143,0.12445
20377,92403,9.868654,0.13416
20378,92404,9.125132,0.03169
20379,92405,9.941481,0.11376
20386,92412,9.924309,0.126
20389,92415,9.171861,0.10121
20390,92416,10.533831,0.14231
20392,92418,9.9672365,0.14106
20395,92421,11.010528,0.08427
20400,92427,9.462642,0.05202
20401,92428,10.075108,0.13428
20404,92431,9.796557,0.0833
20405,92432,11.1711855,0.13337
20406,92434,10.097433,0.08409
20407,92435,10.459815,0.08517
20408,92436,10.393559,0.10836
20409,92437,9.6049795,0.1325
20410,92438,11.286271,0.08561
20411,92439,11.173844,0.12617
20412,92440,10.748485,0.12725
20416,92444,9.329449,0.07892
20420,92448,9.95984,0.12481
20424,92452,9.354954,0.08421
20426,92454,10.041548,0.08395
20427,92455,11.293501,0.08448
20428,92456,10.637196,0.08502
20429,92458,10.917582,0.12958
20432,92461,10.155327,0.12916
20434,92463,11.599753,0.129
20436,92465,10.480004,0.12907
20437,92466,11.328015,0.05542
20438,92467,11.362081,0.13462
20439,92468,10.330865,0.13295
20440,92469,10.658728,0.13449
20441,92470,10.018353,0.13872
20442,92471,9.845923,0.11148
20447,92476,10.464902,0.13187
20457,92486,9.778405,0.12433
20459,92488,9.625165,0.13629
20462,92491,9.415821,0.08373
20464,92493,9.675622,0.13907
20471,92503,10.19764,0.12967
20473,92505,10.597718,0.12663
20475,92507,10.149347,0.12664
20491,92523,10.080888,0.12534
20492,92524,9.311752,0.11379
20493,92525,9.495648,0.12667
20495,92527,9.612145,0.12688
20496,92528,10.558944,0.12696
20501,92534,10.43626,0.11493
20507,92541,10.204038,0.13304
20515,92550,10.176881,0.12754
20518,92553,10.367183,0.12931
20524,92561,9.737613,0.12725
20529,92566,10.161053,0.12668
20530,92570,11.4893675,0.11531
20531,92573,10.696719,0.12899
20535,92578,11.273709,0.11464
20536,92579,10.442031,0.08431
20537,92580,11.353035,0.13075
20538,92581,10.655288,0.1307
20539,92582,10.613148,0.12661
20540,92583,10.570515,0.13083
20541,92584,11.350043,0.12883
20542,92585,10.098367,0.12896
20543,92586,10.16529,0.1304
20545,92588,11.179349,0.13249
20546,92589,9.632308,0.13213
20547,92590,10.720299,0.11443
20549,92592,11.362778,0.08527
20553,92596,10.490583,0.13246
20566,92610,9.225248,0.13004
20569,92613,9.432505,0.12945
20570,92614,10.275109,0.12654
20572,92616,9.278518,0.10193
20573,92617,10.191984,0.13655
20575,92619,9.072867,0.08538
20577,92621,10.104371,0.11483
20578,92622,9.299218,0.12542
20579,92623,10.195545,0.13161
20580,92624,9.224641,0.13753
20586,92630,10.922072,0.12556
20588,92632,0.5274592,0.00015
20590,92635,9.237921,0.12986
20592,92637,10.442698,0.13639
20593,92638,11.300005,0.13543
20594,92639,9.903392,0.13651
20595,92640,10.424688,0.13573
20596,92641,11.165392,0.13532
20597,92642,10.404291,0.13555
20598,92643,10.205351,0.13476
20599,92644,10.262276,0.11429
20600,92645,11.029019,0.13582
20601,92646,10.867677,0.13367
20602,92647,8.987551,0.05712
20603,92648,9.480077,0.12531
20604,92649,9.599259,0.0569
20605,92650,10.724643,0.13429
20606,92651,10.007065,0.12913
20608,92653,10.584943,0.13471
20620,92665,9.265514,0.10596
20621,92666,9.256982,0.08495
20622,92667,9.3377075,0.05603
20623,92668,10.016357,0.11378
20629,92674,9.06863,0.05719
20632,92679,10.469727,0.10294
20633,92680,10.892651,0.10508
20634,92681,9.96932,0.10271
20636,92683,9.758233,0.05125
20637,92684,10.09526,0.05595
20639,92686,10.550613,0.10405
20640,92687,11.096125,0.14905
20641,92688,10.763801,0.14904
20644,92691,9.066541,0.05685
20647,92694,9.323432,0.05626
20648,92695,9.194229,0.05707
20660,92708,9.074734,0.05188
20661,92709,10.171502,0.14925
20666,92714,9.810792,0.14972
20668,92716,10.185984,0.11163
20669,92717,9.395129,0.05579
20670,92719,9.514305,0.08676
20672,92723,9.506991,0.05378
20674,92725,10.765456,0.14936
20675,92726,10.779105,0.1381
20676,92727,10.360061,0.08687
20677,92728,9.999593,0.1275
20678,92729,10.1299305,0.0545
20680,92731,8.753027,0.08697
20681,92732,9.6039295,0.05542
20682,92733,10.771036,0.13499
20683,92734,10.44616,0.14893
20684,92735,10.420337,0.13778
20685,92736,10.113913,0.05651
20686,92737,9.730964,0.08714
20687,92738,10.8864565,0.14966
20688,92739,10.602961,0.05553
20689,92740,10.503035,0.13547
20690,92741,9.699258,0.12916
20692,92743,9.715158,0.05357
20694,92745,9.636285,0.05683
20695,92746,9.510961,0.08679
20701,92752,10.021107,0.13056
20702,92753,9.680482,0.09095
20704,92755,9.609046,0.14893
20705,92756,9.201329,0.05636
20706,92757,9.378674,0.08752
20709,92761,10.449402,0.14921
20710,92762,9.217603,0.10692
20712,92764,9.18361,0.05581
20713,92765,9.125319,0.05636
20716,92769,10.958075,0.13005
20717,92770,10.214965,0.02623
20718,92771,10.268989,0.12963
20720,92773,11.122808,0.05428
20722,92775,10.318836,0.09682
20723,92776,10.379278,0.08656
20724,92777,9.470814,0.05458
20725,92778,10.737739,0.08674
20726,92779,10.095717,0.05469
20727,92781,10.971648,0.14781
20728,92782,10.98339,0.08637
20729,92783,-0.9975402,0.00016
20731,92785,10.683118,0.10329
20732,92786,10.164736,0.13102
20733,92787,11.079395,0.13593
20734,92788,10.501545,0.13052
20735,92789,10.590605,0.09619
20736,92790,10.21626,0.12979
20737,92791,11.386481,0.13036
20738,92792,10.7589445,0.13106
20740,92794,9.925978,0.13705
20742,92796,10.375563,0.11943
20752,92806,10.029796,0.13672
20753,92807,9.95617,0.08711
20754,92808,9.561061,0.13055
20756,92810,8.892869,0.05593
20757,92811,9.690277,0.13058
20759,92813,9.572979,0.08614
20760,92814,9.339063,0.08643
20763,92818,8.463236,0.01341
20764,92820,10.542218,0.13048
20765,92821,11.159018,0.129
20766,92822,11.248171,0.12987
20767,92823,10.05057,0.12977
20768,92824,10.610772,0.13114
20771,92827,10.333751,0.13095
20772,92828,10.164979,0.13578
20776,92832,11.154944,0.14807
20777,92833,10.931754,0.13442
20778,92834,11.11782,0.13048
20780,92836,10.776787,0.12892
20781,92837,10.228755,0.12913
20783,92839,9.831952,0.13464
20786,92842,11.084933,0.13543
20787,92843,9.746243,0.13503
20788,92844,11.322831,0.13608
20789,92845,10.64498,0.13175
20790,92846,10.77968,0.13141
20794,92851,10.117582,0.13038
20795,92852,10.311886,0.13539
20800,92857,10.143555,0.1363
20806,92864,10.131273,0.1307
20808,92866,9.590992,0.14802
20811,92869,10.173665,0.12807
20812,92870,11.0471945,0.13513
20814,92872,10.09138,0.08758
20816,92874,10.553422,0.12885
20817,92875,11.01621,0.09518
20818,92876,10.763058,0.12932
20819,92877,10.724562,0.13753
20820,92878,10.323606,0.08776
20823,92881,9.90473,0.10708
20824,92882,10.777206,0.10746
20825,92883,10.447498,0.13026
20826,92884,9.554515,0.09544
20834,92892,8.418793,0.03101
20835,92893,8.603322,0.03386
20836,92894,8.477262,0.03437
20837,92895,8.221286,0.03421
20839,92897,9.715901,0.12958
20841,92900,8.33514,0.03426
20842,92901,9.836411,0.07177
20843,92902,9.481572,0.09451
20845,92904,7.6302433,0.01344
20848,92907,11.525239,0.13084
20849,92908,10.37272,0.13275
20850,92909,11.049589,0.13638
20852,92911,10.563577,0.13035
20853,92912,9.840833,0.13051
20855,92914,10.420502,0.12926
20857,92916,10.614775,0.13043
20860,92919,10.110898,0.13059
20861,92920,10.04265,0.13028
20862,92921,10.428022,0.13307
20863,92922,10.014394,0.10331
20867,92926,8.82395,0.05271
20868,92927,9.41982,0.11282
20869,92928,9.503922,0.12938
20870,92929,9.692462,0.04528
20872,92931,9.980073,0.1301
20873,92932,10.073213,0.12978
20877,92936,11.488228,0.12075
20878,92937,10.421824,0.12011
20879,92938,10.044815,0.12115
20880,92939,10.09814,0.10781
20881,92940,10.10568,0.13655
20883,92942,9.893148,0.11252
20885,92944,9.832054,0.03106
20887,92946,10.163934,0.13599
20894,92954,9.445963,0.12853
20895,92955,9.782462,0.11849
20900,92960,7.7612386,0.01337
20902,92963,10.740698,0.11961
20905,92966,10.57639,0.12939
20906,92967,10.341118,0.11264
20914,92975,10.114484,0.11533
20915,92977,9.901214,0.13665
20918,92981,10.35359,0.0782
20919,92983,10.327089,0.12002
20922,92990,10.314459,0.07858
20923,92991,8.876011,0.03071
20924,92992,9.857326,0.12526
20926,92994,10.310638,0.07955
20927,92995,10.221754,0.11469
20946,93015,9.02708,0.03153
20947,93016,9.678708,0.11934
20949,93019,11.489262,0.0304
20950,93020,9.768976,0.0316
20951,93021,10.403185,0.13349
20953,93023,10.489882,0.02992
20954,93024,10.127947,0.13702
20957,93027,10.335948,0.13441
20959,93029,9.282323,0.03093
20966,93037,9.922106,0.1369
20968,93039,9.530621,0.11449
20969,93040,10.6127,0.11865
20981,93052,8.038354,0.01401
20983,93054,9.849222,0.13695
20988,93059,8.729964,0.03152
20990,93062,10.401977,0.02957
20994,93067,8.985327,0.07215
20995,93068,10.839339,0.12343
20997,93070,9.937879,0.12842
21008,93081,9.289369,0.11507
21018,93092,10.887406,0.10858
21019,93093,10.805374,0.12786
21043,93121,10.719867,0.10971
21046,93126,10.000741,0.05613
21047,93127,11.590349,0.13664
21048,93128,10.569309,0.13646
21050,93131,11.119742,0.13719
21051,93132,11.173206,0.07221
21052,93133,10.806875,0.13644
21055,93137,10.073161,0.13514
21056,93138,10.705894,0.13908
21057,93139,11.311771,0.1368
21070,93152,9.7703085,0.13847
21072,93154,9.762244,0.13797
21074,93156,10.025944,0.13717
21077,93166,10.971461,0.13682
21078,93167,9.233363,0.03472
21079,93168,8.378139,0.035
21080,93169,11.014401,0.13652
21081,93170,9.143538,0.05756
21082,93171,10.109141,0.13652
21083,93172,11.343908,0.10926
21099,93188,9.853698,0.10817
21100,93189,9.628974,0.10574
21102,93191,9.143875,0.07851
21106,93201,1.020153,0.00039
21109,93204,10.113656,0.13842
21110,93205,10.628158,0.13769
21111,93206,8.879174,0.0723
21132,93227,8.544256,0.05663
21134,93229,8.13393,0.03447
21147,93244,9.629885,0.13954
21148,93245,9.944724,0.13804
21155,93253,10.483987,0.1488
21159,93257,10.891598,0.14943
21161,93259,9.907729,0.03326
21162,93260,9.797402,0.13863
21163,93261,10.605835,0.13834
21164,93262,10.949547,0.14838
21165,93263,10.844367,0.13814
21168,93266,10.316125,0.14838
21173,93271,9.995698,0.13819
21184,93285,9.904234,0.1381
21185,93286,10.897727,0.13859
21186,93287,10.967708,0.14887
21187,93288,10.964541,0.14936
21188,93289,10.447465,0.14788
21189,93290,11.177539,0.14982
21190,93291,11.108362,0.14856
21191,93292,10.126483,0.1157
21192,93293,11.040529,0.14923
21194,93295,10.7424965,0.1364
21201,93302,10.811824,0.14924
21203,93304,10.949812,0.10825
21205,93306,11.106736,0.14096
21208,93310,10.9893465,0.13769
21209,93311,10.829902,0.14903
21210,93312,10.008633,0.11641
21211,93313,10.911549,0.11651
21215,93317,10.342599,0.14867
21224,93326,10.004991,0.11612
21227,93329,10.133769,0.13987
21228,93330,9.4990425,0.13718
21235,93339,11.091331,0.11452
21236,93340,9.524401,0.11714
21237,93341,10.353147,0.14969
21240,93345,10.261533,0.08232
21241,93346,10.046264,0.10766
21244,93349,9.655714,0.1443
21245,93350,10.486802,0.14452
21246,93351,10.843391,0.13816
21247,93352,10.465933,0.13805
21248,93353,11.015734,0.11003
21249,93354,10.664193,0.03718
21269,93374,9.063766,0.10856
21274,93384,8.701557,0.00953
21276,93386,10.4137945,0.13201
21278,93388,10.003598,0.13186
21279,93389,10.124223,0.07228
21280,93390,9.716657,0.13219
21281,93391,9.928129,0.07833
21282,93392,9.979748,0.13205
21283,93393,11.195173,0.10922
21287,93397,11.432933,0.10874
21288,93398,10.324829,0.10783
21297,93407,8.811939,0.0161
21298,93408,10.171706,0.10833
21299,93409,10.031095,0.10815
21304,93414,8.800181,0.03368
21306,93416,8.616528,0.03723
21307,93417,9.208114,0.10741
21309,93419,9.063902,0.10948
21315,93425,10.584863,0.10769
21320,93430,10.724068,0.10949
21341,93452,9.1064825,0.07217
21344,93455,9.825176,0.10942
21357,93474,2.517736,0.00055
21359,93476,10.371677,0.14974
21383,93500,9.496756,0.05062
21392,93513,10.21636,0.13757
21412,93535,9.564004,0.10885
21414,93538,9.653682,0.10131
21415,93540,9.704753,0.10953
21418,93544,8.416858,0.03909
21421,93547,9.985046,0.11798
21424,93550,10.537653,0.1011
21425,93551,9.840781,0.10072
21460,93588,9.177182,0.10985
21465,93594,10.609827,0.10961
21473,93603,9.315653,0.07359
21474,93604,10.38454,0.02873
21477,93609,10.777352,0.10981
21478,93610,10.395336,0.11621
21480,93612,0.7251029,8e-05
21501,93634,9.292904,0.11849
21514,93648,9.069942,0.10063
21527,93669,10.855813,0.14233
21529,93671,9.58834,0.05553
21530,93672,10.852924,0.12279
21532,93674,10.921819,0.05582
21534,93676,9.894153,0.09537
21535,93677,10.903646,0.09578
21555,93699,10.27094,0.07453
21556,93700,10.040611,0.09592
21569,93722,9.532032,0.05557
21572,93725,10.891839,0.1477
21576,93729,10.409603,0.13697
21581,93734,10.331215,0.14845
21590,93743,9.855585,0.06138
21595,93750,10.068208,0.03444
21596,93751,9.329137,0.07517
21597,93752,10.78837,0.14779
21605,93760,9.517035,0.03458
21606,93761,9.451552,0.09684
21619,93776,10.206929,0.13913
21620,93777,-0.71182907,7e-05
21623,93782,10.037855,0.1394
21625,93784,10.637235,0.13983
21627,93786,9.6995325,0.10035
21628,93787,9.3238735,0.10074
21629,93788,10.472365,0.11711
21633,93792,10.239546,0.13873
21635,93794,10.23809,0.13078
21638,93798,9.587429,0.14078
21639,93799,9.993971,0.14036
21643,93803,11.202886,0.03983
21644,93804,7.0162864,0.03973
21645,93807,10.969428,0.04042
21648,93811,9.745939,0.11317
21650,93813,10.06591,0.10206
21651,93814,10.050215,0.12262
21652,93815,10.102862,0.14738
21653,93816,9.235403,0.04025
21658,93821,9.637173,0.14749
21659,93822,8.85941,0.04009
21660,93823,8.901284,0.04005
21661,93824,8.918929,0.03985
21662,93825,8.950782,0.03961
21664,93828,10.323521,0.04044
21665,93829,10.585084,0.0395
21666,93830,9.63178,0.10613
21667,93832,9.45714,0.0398
21668,93833,8.552829,0.03953
21669,93834,8.92911,0.03479
21670,93835,10.932701,0.13141
21671,93836,8.233792,0.03464
21678,93845,9.942361,0.13101
21683,93853,10.142462,0.1012
21688,93858,10.711036,0.06357
21698,93868,9.462336,0.10111
21704,93881,0.19693585,8e-05
21705,93882,10.597903,0.09851
21706,93883,10.97647,0.14688
21707,93884,10.130346,0.14704
21708,93885,9.425342,0.04306
21709,93886,9.565485,0.06434
21722,93899,9.083734,0.07444
21727,93905,10.27087,0.1471
21729,93907,10.046433,0.09858
21732,93910,9.479423,0.09161
21734,93912,10.866281,0.14682
21741,93919,9.2206955,0.09862
21742,93920,9.621292,0.14315
21744,93922,8.645319,0.03485
21750,93938,10.685555,0.14595
21759,93947,10.412872,0.14551
21770,93958,9.309921,0.08106
21771,93959,10.085288,0.14596
21773,93964,10.547414,0.04475
21776,93970,9.986604,0.082
21790,93984,10.367358,0.14552
21798,94003,10.100443,0.04604
21799,94004,8.699375,0.04205
21805,97693,10.763817,0.10713
21807,97714,10.777636,0.13318
21808,97716,10.759391,0.1339
21809,97717,10.781414,0.13457
21811,97719,10.463697,0.10456
21812,97720,10.190093,0.10737
21816,97748,11.382695,0.13361
21817,97749,10.635791,0.10496
21818,97750,9.062841,0.06701
21819,97752,9.484707,0.07392
21821,97768,10.078266,0.13376
21822,97769,9.691311,0.07341
21823,97770,11.612362,0.10002
21824,97773,9.800207,0.07338
21825,97774,10.804384,0.0994
21827,97776,10.402105,0.09899
21828,97777,10.661692,0.09985
21829,97779,9.944024,0.10089
21830,97781,9.705067,0.1008
21831,97784,9.98966,0.09864
21833,97791,10.0027,0.10076
21835,97796,11.152104,0.09349
21836,97797,10.318024,0.09762
21837,97798,10.642942,0.09477
21842,97817,10.8509445,0.10623
21848,97832,10.880882,0.11154
21849,97833,5.233667,0.00079
21853,97842,9.75336,0.10782
21857,97856,10.969703,0.14041
21858,97857,11.277874,0.10867
21859,97858,10.86921,0.09228
21861,97861,10.029394,0.12089
21863,97863,10.20763,0.07527
21866,97867,10.923491,0.09983
21867,97871,10.362557,0.10819
21869,97873,10.783765,0.1119
21873,97878,8.616498,0.04063
21874,97879,10.029928,0.12077
21876,97882,9.516639,0.07273
21878,97907,11.313323,0.07479
21879,97908,11.249702,0.0748
21880,97913,10.174757,0.12619
21882,97915,11.212266,0.07524
21883,97918,10.989989,0.07459
21884,97919,10.390363,0.07509
21885,97922,10.62632,0.13037
21886,97923,10.704106,0.07636
21889,97926,9.978284,0.0765
21892,97933,9.846729,0.07664
21902,97973,10.538059,0.13398
21904,97978,10.610734,0.1366
21908,97990,10.32604,0.11038
21912,98014,9.783059,0.06183
21913,98015,11.541904,0.12226
21914,98016,10.4724045,0.12134
21915,98017,9.413728,0.09292
21916,98018,11.158605,0.12235
21917,98019,10.646762,0.12252
21926,98046,10.466553,0.10564
21927,98047,10.343254,0.10647
21928,98049,9.287567,0.10582
21937,98067,11.084358,0.09294
21938,98068,11.234986,0.12536
21941,98072,10.179087,0.09267
21948,98097,10.417708,0.02801
21949,98102,10.824641,0.13323
21950,98103,9.539729,0.06377
21951,98104,9.931209,0.09007
21952,98105,10.270524,0.09061
21957,98133,10.255349,0.10364
21960,98137,10.423602,0.14748
21962,98143,8.427191,0.02726
21963,98149,10.535421,0.10757
21964,98150,10.662896,0.10769
21965,98151,10.399061,0.08725
21970,98162,9.982219,0.07605
21978,98187,10.966386,0.12569
21979,98188,10.019533,0.1331
21980,98189,11.02581,0.13233
21981,98190,9.690048,0.08741
21982,98191,10.455907,0.10782
21984,98196,9.905601,0.08667
21987,98209,8.081693,0.01032
21988,98210,8.679468,0.06245
21989,98211,10.064827,0.08631
21990,98212,10.046639,0.05867
21991,98213,9.407174,0.05887
21992,98214,10.305178,0.1045
22004,98245,10.07576,0.14628
22009,98250,10.114865,0.13284
22018,98262,10.379593,0.14668
22019,98263,9.527796,0.07638
22021,98274,10.549922,0.10556
22032,98303,1.008264,9e-05
22033,98306,10.695507,0.13325
22040,98321,9.432512,0.07843
22042,98329,10.419678,0.14014
22044,98335,11.028759,0.13958
22045,98336,11.107681,0.13967
22047,98338,10.310515,0.13347
22048,98339,9.90552,0.07838
22049,98340,10.0491495,0.13332
22050,98341,9.893954,0.13297
22051,98342,10.664522,0.14005
22053,98344,11.044005,0.10728
22054,98346,8.994247,0.06972
22055,98347,9.204212,0.06981
22056,98348,11.035741,0.10667
22057,98349,10.94083,0.10719
22059,98353,10.735841,0.14043
22061,98355,10.566298,0.13337
22063,98358,10.699393,0.14021
22065,98364,10.547998,0.1404
22066,98366,9.828743,0.1069
22067,98369,10.332732,0.13329
22073,98396,10.310432,0.13746
22075,98406,4.403502,0.00057
22077,98409,10.32147,0.04742
22078,98410,10.98849,0.10618
22083,98416,10.583861,0.07722
22086,98420,10.053551,0.1215
22089,98439,9.858577,0.05937
22090,98440,10.628675,0.04749
22091,98441,9.162794,0.02496
22098,98460,10.0503845,0.14119
22127,98527,9.728132,0.08084
22132,98537,7.946008,0.02512
22134,98551,11.215798,0.13291
22140,98557,10.203297,0.13257
22151,98584,1.1797925,0.00015
22155,98589,10.518051,0.10931
22167,98619,10.497327,0.06598
22168,98620,10.141174,0.101
22169,98621,11.091181,0.06563
22170,98623,10.186968,0.10671
22172,98626,9.499668,0.06615
22175,98651,10.048855,0.06235
22176,98652,8.905093,0.01977
22186,98681,10.80212,0.13874
22189,98684,10.611395,0.13114
22190,98686,10.432657,0.13096
22191,98687,0.8724915,3e-05
22193,98691,9.51209,0.13215
22195,98719,10.450915,0.10591
22196,98720,10.683241,0.13028
22201,98726,9.829542,0.09519
22202,98727,9.462191,0.07839
22205,98730,9.601966,0.07818
22208,98749,10.8448925,0.13707
22209,98750,9.64515,0.04647
22210,98751,9.926882,0.06465
22211,98753,10.068905,0.1308
22212,98754,9.841972,0.06391
22213,98755,9.749241,0.06394
22214,98757,10.795884,0.13921
22217,98760,10.539914,0.12551
22218,98761,9.449496,0.04677
22225,98786,11.144353,0.13119
22226,98787,10.504795,0.13966
22227,98789,10.455126,0.07708
22228,98790,10.158006,0.10184
22229,98791,10.771227,0.10404
22232,98794,9.727646,0.07703
22235,98797,0.94965905,1e-04
22236,98798,11.014036,0.1319
22238,98800,10.0718775,0.10454
22240,98802,9.845184,0.10207
22241,98803,9.743329,0.07838
22242,98804,9.731646,0.0767
22244,98822,9.963874,0.08133
22245,98823,10.707681,0.10087
22246,98824,10.766161,0.10037
22249,98827,9.481313,0.04786
22250,98828,10.461292,0.14
22254,98840,9.479517,0.08189
22255,98844,10.023701,0.08602
22261,98850,10.60459,0.13228
22265,98859,10.093327,0.12576
22267,98874,11.302624,0.14733
22268,98875,10.456544,0.08606
22269,98876,10.347218,0.12555
22271,98878,10.829133,0.14483
22272,98879,10.860066,0.08533
22273,98880,11.511614,0.08527
22274,98881,10.83401,0.08521
22277,98885,10.809007,0.10262
22284,98908,10.23554,0.08519
22285,98909,11.335825,0.0851
22286,98910,10.571762,0.08203
22287,98911,10.555724,0.11104
22288,98912,11.368325,0.11061
22289,98913,10.736057,0.11055
22295,98923,10.077289,0.13076
22298,98934,8.723961,0.03316
22299,98947,2.0293686,0.00039
22302,98950,10.564377,0.10522
22308,98957,10.717066,0.09704
22311,98962,10.283894,0.14301
22317,98983,11.177806,0.14586
22318,98984,10.482737,0.097
22320,98986,10.7665,0.09461
22321,98987,10.296147,0.08226
22322,98989,10.64104,0.09589
22323,98990,10.786986,0.07852
22324,98991,10.976238,0.07842
22325,98992,10.365083,0.08336
22326,98993,10.715689,0.14468
22331,98999,9.931248,0.09671
22332,99000,1.2588459,4e-05
22333,99003,9.67043,0.07931
22336,99006,9.7250185,0.09613
22342,99028,11.144943,0.07849
22343,99031,11.09623,0.07851
22344,99032,9.721803,0.07875
22345,99033,10.581108,0.07806
22346,99034,10.425629,0.07821
22347,99035,10.785144,0.07829
22348,99036,10.097198,0.07891
22349,99037,10.775797,0.07816
22350,99038,10.589241,0.0785
22351,99039,11.380287,0.14738
22354,99044,11.072536,0.14905
22356,99046,10.285882,0.07771
22357,99047,10.846907,0.14821
22359,99049,0.9573074,3e-05
22360,99050,10.976143,0.14925
22361,99051,10.235555,0.07784
22363,99054,9.498984,0.07927
22369,99078,10.369326,0.04951
22370,99079,1.2595068,2e-05
22371,99080,10.795868,0.1499
22372,99081,10.76582,0.09148
22380,99092,10.168991,0.07862
22387,99102,10.200287,0.09135
22388,99103,10.483938,0.14832
22389,99111,9.886685,0.07857
22390,99116,10.410458,0.08723
22391,99117,11.064992,0.14905
22393,99119,2.6249769,2e-05
