,GAMA_ID,lambdar_log_mstar,z
51682,265801,9.765952,0.08576
51683,265802,9.307093,0.11187
51685,265804,10.834924,0.08513
51686,265805,10.023617,0.09096
51687,265806,8.87366,0.09089
51695,265814,9.336223,0.08515
51698,265817,9.328291,0.0854
51699,265818,9.893938,0.08986
51700,265819,9.321957,0.1119
51703,265822,9.308301,0.108
51708,265831,10.787027,0.10823
51709,265832,9.739027,0.14557
51710,265833,10.698478,0.13641
51711,265834,10.733285,0.08549
51712,265835,10.907078,0.10832
51713,265836,11.414151,0.10748
51715,265838,9.923779,0.13588
51721,265844,10.241023,0.12971
51726,265851,9.891352,0.13586
51730,265855,9.749626,0.13536
51731,265856,9.679806,0.10828
51732,265859,10.507183,0.05626
51735,265862,10.767683,0.13621
51737,265864,10.653504,0.13596
51738,265865,9.607016,0.09195
51741,265868,10.45811,0.05521
51744,265871,10.365203,0.14555
51768,265897,10.199627,0.10322
51769,265903,9.388074,0.05459
51771,265905,10.395026,0.10539
51772,265908,10.384594,0.05618
51773,265910,8.712871,0.05538
51774,265911,10.754457,0.05539
51794,265932,9.687644,0.05633
51800,265940,10.007238,0.05214
51801,265941,10.868071,0.05577
51802,265942,11.04154,0.13613
51803,265943,10.4170265,0.05578
51805,265945,9.648944,0.05391
51807,265947,10.845844,0.12416
51808,265948,9.744528,0.05216
51814,265954,9.940322,0.14377
51815,265955,9.300207,0.05563
51820,265961,9.557879,0.1231
51821,265962,9.577834,0.09197
51824,265965,9.461755,0.05511
51825,265966,9.273779,0.05414
51833,265977,11.149462,0.05528
51834,265981,9.425527,0.02605
51835,265982,10.387455,0.12335
51836,265983,9.406338,0.02605
51837,265984,10.303028,0.09197
51838,265985,9.788858,0.0535
51839,265986,9.967778,0.05158
51840,265987,10.870103,0.11326
51855,266002,8.8897705,0.07361
51856,266003,8.529155,0.02617
51859,266006,9.6919565,0.11364
51862,266009,10.030229,0.11345
51863,266010,9.706682,0.10938
51866,266013,9.279433,0.09637
51869,266016,8.613786,0.05364
51873,266020,9.179779,0.07355
51878,266025,9.072089,0.05308
51879,266029,10.973991,0.13646
51880,266030,9.423054,0.05613
51881,266031,10.439853,0.05448
51883,266033,10.545184,0.05409
51884,266034,9.419632,0.13618
51885,266035,9.990546,0.0551
51886,266036,10.773679,0.13538
51887,266037,9.9808235,0.05739
51888,266038,9.808412,0.11332
51896,266046,10.47413,0.13623
51898,266048,9.301377,0.11314
51901,266051,9.653476,0.06776
51902,266052,9.282949,0.05567
51904,266054,9.769469,0.1376
51905,266055,8.688794,0.05475
51907,266057,7.932449,0.02643
51910,266060,9.157934,0.05519
51912,266062,9.049577,0.05572
51916,266066,9.32955,0.11059
51917,266067,11.554609,0.13627
51918,266068,11.006403,0.13579
51919,266069,10.816361,0.13592
51920,266070,10.912698,0.13725
51921,266071,10.313749,0.0707
51922,266072,10.059242,0.11133
51923,266075,10.145852,0.08751
51924,266076,10.463239,0.13557
51925,266077,10.50403,0.13629
51926,266078,10.591271,0.10871
51929,266081,10.560135,0.13603
51932,266085,8.565755,0.02602
51933,266086,9.730093,0.11114
51934,266087,9.156452,0.08712
51936,266089,8.885995,0.05564
51942,266097,11.031237,0.13644
51943,266099,9.947373,0.02637
51945,266103,10.7527275,0.1365
51947,266105,10.158179,0.02709
51949,266107,10.81826,0.11253
51951,266109,10.097534,0.14334
51957,266115,10.584441,0.13556
51959,266117,10.251572,0.11232
51960,266118,10.081799,0.10863
51963,266121,0.038962405,1e-04
51971,266132,10.666625,0.14311
51972,266133,10.593537,0.11211
51973,266134,11.220207,0.13757
51974,266135,10.867563,0.1416
51975,266136,10.537518,0.14229
51976,266137,10.758616,0.14357
51977,266138,10.166686,0.14315
51983,266145,10.078179,0.14302
51984,266146,9.526453,0.14375
51990,266153,10.250359,0.14241
51995,266158,11.093456,0.03566
51996,266160,9.289894,0.07398
52005,266169,8.624225,0.03831
52007,266171,9.567295,0.03569
52013,266177,10.456622,0.13901
52014,266178,10.74459,0.02625
52015,266179,9.01113,0.02353
52018,266182,11.05145,0.13709
52019,266183,10.497424,0.11141
52024,266188,9.445011,0.03602
52025,266189,8.794179,0.03454
52030,266194,10.385746,0.13812
52031,266195,10.064153,0.14155
52034,266198,8.363925,0.02405
52035,266199,8.234221,0.02561
52039,266203,9.485578,0.11264
52043,266207,10.182763,0.13784
52044,266208,10.703927,0.02367
52045,266209,10.922852,0.13652
52047,266216,11.00086,0.13781
52048,266217,11.339044,0.1385
52049,266218,10.4807825,0.13657
52050,266219,8.914998,0.03502
52051,266220,10.1963625,0.08959
52052,266221,10.052954,0.0898
52053,266222,11.225316,0.13736
52055,266224,10.7565565,0.08993
52056,266225,9.41155,0.08801
52057,266226,9.486879,0.08819
52061,266230,10.334201,0.13886
52065,266234,9.657001,0.13788
52067,266236,9.868594,0.11245
52068,266237,9.306616,0.0896
52069,266238,9.555279,0.08938
52070,266239,8.112159,0.02645
52072,266241,9.638199,0.08999
52074,266243,9.464119,0.08794
52076,266245,9.655801,0.08887
52077,266248,10.835963,0.1191
52079,266250,10.115389,0.08971
52080,266251,10.260677,0.11891
52081,266252,11.392873,0.08716
52082,266253,9.4756565,0.07379
52083,266254,11.135707,0.13447
52085,266257,10.820625,0.13545
52087,266259,10.615639,0.13396
52090,266262,10.578405,0.13793
52093,266265,9.55117,0.09051
52094,266266,8.622017,0.03441
52095,266267,8.398432,0.02736
52097,266269,9.718436,0.09815
52101,266273,9.648928,0.11896
52105,266277,7.502762,0.02758
52109,266284,9.997237,0.0983
52111,266291,10.7121935,0.08735
52112,266292,10.163205,0.07393
52113,266293,8.876344,0.03778
52115,266295,10.287926,0.13825
52117,266297,10.737041,0.13814
52118,266298,10.036845,0.08664
52119,266299,11.210251,0.13865
52120,266300,10.897446,0.08863
52121,266301,10.807877,0.09109
52126,266308,9.373601,0.11839
52127,266309,9.626016,0.09057
52129,266311,9.1803055,0.08868
52148,266331,10.145463,0.13741
52152,266335,10.573726,0.08636
52153,266336,11.646324,0.13723
52154,266337,10.600522,0.087
52155,266338,11.055466,0.08639
52156,266340,10.742282,0.13832
52159,266343,11.057542,0.09064
52161,266345,10.417227,0.13758
52171,266356,9.860129,0.13793
52191,266376,10.732513,0.11065
52192,266377,10.578202,0.12854
52193,266378,10.279127,0.11679
52195,266380,10.383844,0.11067
52212,266397,10.112292,0.13778
52214,266399,9.600254,0.13824
52222,266407,9.611871,0.11067
52224,266409,6.8400784,0.007
52228,266413,8.62473,0.02714
52229,266414,8.378674,0.01138
52230,266418,9.540104,0.02596
52234,266422,11.37388,0.14029
52235,266423,10.455925,0.14142
52236,266424,10.586789,0.14384
52237,266425,9.98376,0.14119
52238,266426,10.1316395,0.0255
52240,266428,10.743129,0.14009
52241,266429,11.180657,0.14354
52242,266430,10.226611,0.13899
52248,266436,10.403859,0.14033
52250,266438,10.634474,0.14107
52252,266440,10.560213,0.13954
52258,266446,9.688765,0.13952
52259,266447,9.780909,0.11066
52268,266456,10.22177,0.14125
52275,266464,11.16193,0.14571
52276,266465,9.816647,0.11754
52277,266466,8.948888,0.08576
52279,266468,11.103443,0.14903
52280,266469,9.960782,0.08529
52281,266470,10.690971,0.0861
52290,266479,9.728641,0.14709
52291,266480,10.396797,0.14902
52298,266487,9.7125,0.1446
52301,266490,9.439591,0.08536
52302,266491,10.269628,0.1121
52304,266497,9.801954,0.13167
52306,266499,10.189212,0.13148
52307,266500,10.337048,0.10944
52310,266503,11.392819,0.11161
52312,266505,10.682293,0.13142
52313,266506,10.1493025,0.1322
52316,266510,9.707578,0.08595
52317,266511,9.455706,0.09229
52318,266512,10.227504,0.10986
52319,266513,10.19529,0.14862
52320,266514,-0.12117743,7e-05
52324,266518,10.093995,0.14813
52325,266519,9.108857,0.13172
52326,266520,9.712879,0.10975
52329,266523,9.618411,0.13215
52339,266534,8.614796,0.0051
52341,266539,10.735672,0.14971
52342,266540,10.906456,0.11929
52343,266541,10.236564,0.1359
52344,266542,10.472586,0.10712
52345,266543,9.808193,0.07896
52355,266553,9.953719,0.11923
52363,266561,10.100937,0.1197
52372,266570,9.954121,0.11252
52374,266572,11.063634,0.14907
52375,266573,9.849163,0.13799
52384,266582,0.59109586,9e-05
52387,266585,10.392906,0.14875
52389,266587,9.938041,0.11226
52391,266589,9.9371195,0.1123
52394,266592,10.406814,0.14906
52401,266599,8.282062,0.0289
52405,266606,10.134987,0.09279
52407,266608,9.586558,0.02814
52410,266611,9.2272,0.0276
52423,266624,8.08226,0.0282
52424,266625,8.146069,0.02781
52428,266629,8.835523,0.07067
52431,266632,8.386334,0.02989
52447,266652,9.849518,0.02912
52448,266653,10.515815,0.02929
52449,266657,10.635153,0.09291
52451,266659,11.03912,0.02771
52452,266660,8.958664,0.0275
52454,266662,10.246542,0.02838
52455,266663,9.34003,0.06806
52457,266665,9.890049,0.14045
52465,266673,9.007887,0.02793
52467,266675,8.166318,0.02981
52468,266676,8.269787,0.02886
52470,266678,8.868628,0.02847
52475,266683,9.465094,0.02837
52477,266685,8.586971,0.02813
52478,266686,9.513445,0.02819
52479,266687,10.527457,0.14385
52482,266691,11.031006,0.10212
52484,266693,10.412618,0.14358
52490,266699,8.659106,0.02809
52491,266700,8.781452,0.02841
52493,266702,9.111821,0.08561
52496,266705,8.845985,0.02715
52507,266716,10.700635,0.13436
52519,266728,8.518506,0.0057
52533,266743,10.970993,0.02877
52535,266746,9.650914,0.06949
52536,266747,10.50279,0.02836
52551,266762,9.345111,0.07209
52556,266767,9.102627,0.05879
52559,266770,9.03454,0.12866
52563,266774,8.603373,0.02927
52573,266789,9.087026,0.02663
52575,266791,10.197601,0.09836
52576,266792,10.915003,0.131
52579,266796,10.230092,0.09157
52586,266803,10.226244,0.13148
52587,266804,9.767093,0.13041
52599,266817,10.11666,0.1318
52603,266823,10.516587,0.131
52604,266824,10.600443,0.09827
52606,266826,11.47142,0.1309
52607,266827,10.542133,0.13107
52608,266828,10.061,0.13073
52615,266835,9.666902,0.13073
52616,266836,9.857858,0.13138
52627,266853,11.2434635,0.08867
52628,266854,10.471449,0.08892
52632,266858,11.100698,0.12972
52634,266860,9.418039,0.02646
52638,266864,9.524848,0.10248
52639,266865,9.754851,0.13024
52641,266867,9.188789,0.05861
52647,266874,9.511414,0.09808
52649,266876,10.316989,0.05823
52650,266880,9.751146,0.09847
52651,266881,11.268937,0.09788
52655,266885,10.106345,0.09865
52661,266891,7.7950706,0.02695
52662,266892,10.667428,0.14476
52668,266898,8.575859,0.02889
52674,266906,11.352722,0.02786
52675,266907,10.369835,0.14183
52678,266910,10.970776,0.0985
52679,266911,10.812751,0.14519
52680,266912,11.146869,0.0978
52681,266913,10.808979,0.14515
52682,266914,10.915918,0.1442
52684,266916,11.152816,0.14477
52687,266919,10.785484,0.1456
52692,266924,10.666393,0.14365
52693,266925,11.127642,0.14336
52696,266928,10.156341,0.11441
52698,266930,10.119861,0.14244
52700,266932,9.9416,0.09891
52701,266933,10.224482,0.14217
52703,266937,6.6862435,0.00587
52704,266944,11.842472,0.14427
52705,266945,10.6231365,0.14827
52706,266946,11.252349,0.1464
52707,266947,10.527211,0.1452
52708,266949,10.977342,0.14536
52709,266950,10.6460085,0.1451
52710,266951,10.778279,0.14599
52712,266953,10.862407,0.14456
52713,266954,10.389485,0.09398
52717,266958,9.851025,0.06976
52718,266959,10.606119,0.14723
52719,266960,10.359329,0.1412
52720,266961,10.453907,0.14389
52722,266963,10.789431,0.1454
52725,266966,9.7593,0.1464
52726,266967,10.073502,0.1462
52733,266975,8.943979,0.0593
52737,266982,9.799164,0.02986
52739,266984,9.55163,0.09305
52740,266985,9.977463,0.14388
52747,266992,9.997057,0.09865
52752,266997,10.186315,0.11854
52763,267010,10.23012,0.08398
52764,267011,10.406343,0.09845
52766,267013,9.332636,0.09512
52767,267014,10.153307,0.02688
52781,267028,8.651718,0.03875
52787,267035,9.325538,0.08413
52788,267036,9.708247,0.144
52790,267038,9.481509,0.08371
52810,267064,9.146663,0.07438
52812,267066,9.875962,0.1441
52816,267072,9.247403,0.02614
52818,267074,10.031451,0.09837
52822,267078,10.228792,0.14429
52826,267082,10.2999115,0.14732
52830,267086,8.9920845,0.02678
52831,267087,9.700745,0.12806
52837,267093,10.167058,0.09047
52839,267095,9.52959,0.14432
52843,267099,8.642757,0.02676
52844,267100,10.174873,0.13451
52848,267110,9.888392,0.09825
52850,267112,9.416331,0.14196
52851,267113,9.622174,0.12922
52868,267130,8.18357,0.03443
52869,267131,10.339794,0.14053
52875,267137,9.407989,0.09816
52876,267138,10.015277,0.14397
52877,267141,9.864076,0.13262
52878,267142,11.39213,0.13979
52879,267143,10.914058,0.13655
52880,267144,10.1414385,0.12876
52881,267145,9.793516,0.13306
52882,267146,10.255531,0.14889
52892,267157,9.901364,0.13678
52895,267160,10.293316,0.14125
52907,267180,10.607823,0.14319
52914,267187,9.612832,0.09783
52918,267194,10.615208,0.08331
52920,267199,10.079975,0.04915
52930,267209,9.111237,0.05879
52936,267215,9.835895,0.1291
52940,267229,9.965283,0.08082
52942,267231,11.015218,0.13367
52947,267236,11.320389,0.13263
52948,267237,11.1434765,0.13232
52955,267244,9.96135,0.1426
52956,267245,8.114737,0.02655
52957,267246,9.598355,0.14383
52965,267264,11.176067,0.13379
52966,267265,10.26611,0.14395
52967,267266,9.9056,0.14372
52968,267267,9.052383,0.06345
52969,267268,10.324521,0.13192
52970,267269,11.2329855,0.13281
52977,267276,9.315476,0.09902
52978,267277,9.553625,0.1229
52993,267295,10.379323,0.12262
53001,267303,9.382283,0.10621
53005,267307,9.465885,0.12002
53010,267314,10.018901,0.13845
53028,267340,11.186905,0.12172
53036,267349,10.57169,0.13817
53038,267351,9.481514,0.13838
53039,267352,8.919347,0.0834
53040,267353,9.585276,0.13813
53049,267363,10.644572,0.1222
53051,267365,10.664197,0.13161
53067,267381,10.323793,0.1237
53070,267384,10.509191,0.07893
53072,267386,10.218766,0.07928
53073,267387,10.4852,0.12027
53075,267389,9.488853,0.11735
53078,267392,10.985241,0.1232
53082,267396,11.1583395,0.12514
53084,267398,10.627703,0.1258
53091,267405,10.545257,0.12518
53096,267410,10.174872,0.12181
53099,267413,9.224402,0.09697
53108,267422,10.07752,0.12492
53109,267423,0.008175531,6e-05
53116,267432,10.381018,0.12327
53118,267434,10.869777,0.12392
53119,267435,9.290024,0.06362
53127,267444,10.093862,0.14298
53128,267445,9.960187,0.12452
53132,267449,10.070623,0.13187
53148,267465,9.789818,0.13844
53149,267466,9.399985,0.06366
53153,267470,9.637766,0.11666
53161,267481,9.307603,0.04521
53162,267483,11.263102,0.13874
53163,267486,9.069981,0.02928
53166,267489,9.846804,0.02943
53184,267507,8.361817,0.04516
53190,267514,7.0060763,0.00506
53192,267517,-0.26002243,0.00011
53193,267518,10.365991,0.02918
53195,267520,9.226343,0.07101
53196,267521,10.787473,0.13842
53197,267523,11.112567,0.08352
53198,267524,10.246859,0.03432
53199,267525,8.797,0.03405
53202,267528,10.207413,0.09626
53206,267532,9.977075,0.09556
53208,267535,8.5557,0.034
53209,267537,8.990809,0.047
53211,267541,9.413404,0.03387
53212,267542,10.479476,0.03361
53213,267545,9.63271,0.07065
53214,267546,8.956242,0.02832
53215,267547,11.032972,0.13113
53216,267548,11.1075735,0.13123
53226,267558,9.398018,0.13579
53231,267563,9.113616,0.09692
53242,267577,10.238664,0.09697
53245,267580,9.772216,0.08732
53246,267581,9.659651,0.13938
53247,267582,10.263258,0.14069
53257,267592,9.964395,0.14004
53258,267593,9.630721,0.09624
53263,267602,10.895154,0.0834
53277,267616,10.293085,0.13789
53288,267627,10.015048,0.13766
53291,267634,9.860059,0.11368
53292,267635,0.48922408,0.0002
53294,267640,9.435792,0.02889
53311,267676,8.088237,0.03443
53313,271377,10.837505,0.07314
53314,271378,10.351268,0.12608
53317,271381,10.455174,0.07399
53318,271382,10.984077,0.12978
53319,271383,10.901073,0.09763
53320,271384,10.583242,0.10072
53321,271385,11.259001,0.07448
53323,271387,10.640405,0.07504
53324,271388,11.268559,0.11083
53331,271408,9.734277,0.10007
53333,271421,10.310795,0.07432
53334,271423,10.599448,0.07609
53335,271424,9.873919,0.07563
53336,271426,11.084967,0.07471
53337,271427,10.864821,0.07386
53338,271428,10.00092,0.07293
53339,271429,10.640031,0.11125
53340,271430,10.7624655,0.11064
53341,271431,10.799038,0.07424
53344,271438,9.827227,0.07487
53346,271453,10.203841,0.1106
53348,271455,11.258476,0.07647
53349,271456,11.32683,0.13471
53350,271458,11.153335,0.13569
53351,271459,10.907535,0.13411
53354,271465,9.638562,0.07495
53356,271469,9.319678,0.05102
53357,271470,9.24953,0.07422
53358,271471,10.130994,0.11075
53360,271480,10.543368,0.11187
53361,271481,11.474456,0.11208
53362,271482,11.955004,0.11029
53363,271483,10.279708,0.11139
53364,271484,10.691805,0.11154
53365,271485,10.579882,0.10929
53366,271487,10.810078,0.13341
53367,271488,10.381393,0.11228
53368,271489,10.920652,0.11106
53369,271492,10.769972,0.13315
53370,271493,11.131942,0.13415
53371,271494,10.957571,0.13411
53372,271500,11.63066,0.13398
53373,271501,11.196747,0.13366
53374,271502,11.163436,0.13393
53375,271505,10.396863,0.11025
53376,271507,10.322481,0.10014
53377,271509,10.592788,0.13434
53378,271511,10.54738,0.13609
53380,271514,9.524261,0.05076
53381,271515,10.503991,0.13536
53383,271523,10.387237,0.13258
53384,271536,10.746574,0.13457
53385,271537,10.969511,0.11172
53386,271538,11.230562,0.07636
53388,271541,10.879411,0.13407
53394,271548,9.873736,0.07658
53397,271562,7.7061696,0.00529
53398,271566,11.21944,0.13369
53399,271567,1.9261391,0.00016
53400,271568,10.686137,0.09081
53401,271571,11.308545,0.14027
53404,271574,10.718652,0.13307
53407,271580,9.938634,0.07609
53409,271584,10.166617,0.13356
53410,271587,10.665074,0.13324
53411,271590,11.021429,0.14048
53412,271591,11.050785,0.0755
53413,271592,11.0183735,0.07602
53419,271602,9.473505,0.07542
53420,271606,10.858943,0.07593
53422,271610,9.63635,0.04077
53423,271611,11.161353,0.075
53424,271612,10.871578,0.09933
53425,271613,10.316258,0.09961
53427,271615,9.456334,0.06943
53428,271616,10.914637,0.09939
53429,271617,10.827534,0.07641
53431,271620,10.117298,0.10014
53434,271626,9.753338,0.07484
53435,271629,11.247857,0.13587
53436,271630,9.730911,0.06024
53437,271631,10.655313,0.10698
53444,271651,10.707694,0.10036
53445,271652,10.387989,0.08997
53449,271681,9.587018,0.10051
53453,271688,9.453901,0.09218
53455,271699,9.5074625,0.05862
53456,271700,11.081581,0.07504
53457,271702,10.885442,0.12142
53458,271703,10.994138,0.1231
53462,271710,9.778223,0.11142
53464,271712,10.424721,0.13333
53469,271724,10.430004,0.11953
53470,271725,10.910019,0.13288
53471,271730,8.886433,0.06851
53481,271748,10.943661,0.12298
53482,271749,10.969801,0.13305
53483,271750,11.382777,0.13296
53484,271751,11.393767,0.13289
53487,271757,10.567755,0.13293
53489,271760,10.690747,0.13232
53492,271772,10.805256,0.13298
53498,271786,9.528881,0.0909
53499,271790,10.235027,0.1331
53501,271793,10.891402,0.10316
53502,271794,10.327426,0.13335
53503,271795,10.838151,0.09771
53507,271804,9.962087,0.09821
53511,271817,9.858415,0.13366
53513,271820,10.945947,0.1332
53516,271846,11.094378,0.13252
53518,271848,11.047938,0.13233
53521,271851,10.784581,0.13331
53522,271852,10.883662,0.1314
53523,271853,11.274043,0.1325
53524,271855,10.444704,0.1323
53525,271858,11.326429,0.13356
53537,271894,10.048247,0.0766
53546,271921,9.785358,0.10755
53547,271923,9.619751,0.07624
53548,271928,9.893834,0.09291
53549,271931,11.025708,0.09381
53552,271940,8.946734,0.04764
53553,271948,10.310075,0.0469
53554,271949,10.922918,0.13287
53555,271950,10.057713,0.07657
53559,271960,10.391066,0.12647
53561,271977,11.335959,0.09389
53564,271984,10.157409,0.10655
53569,271995,10.270553,0.10573
53570,271996,10.018596,0.10613
53572,272001,9.723859,0.07686
53582,272020,9.950288,0.0783
53583,272022,9.983623,0.10768
53588,272042,10.90856,0.09403
53589,272043,10.470673,0.07795
53590,272044,9.4447365,0.06297
53601,272080,11.026039,0.09418
53606,272097,10.150342,0.13764
53607,272098,9.76886,0.11015
53612,272115,10.970125,0.14113
53613,272116,10.573464,0.12157
53625,272154,1.8018765,0.00041
53626,272155,10.2637415,0.07721
53628,272157,9.289403,0.07085
53629,272158,9.650585,0.08932
53633,272166,9.993793,0.07786
53637,272188,10.726285,0.09432
53638,272189,10.3441725,0.08171
53639,272190,11.269043,0.0809
53642,272194,11.000548,0.13476
53648,272213,9.844531,0.08156
53650,272222,9.850497,0.07075
53653,272226,9.177437,0.07811
53654,272227,10.342385,0.07836
53656,272229,10.568,0.13961
53658,272237,9.473486,0.05859
53661,272248,9.776458,0.09038
53663,272256,10.963742,0.14455
53664,272257,10.413636,0.07704
53665,272258,9.675185,0.07727
53666,272259,9.347794,0.07073
53667,272260,11.095237,0.13328
53673,272285,11.08944,0.08963
53674,272295,10.714915,0.13643
53677,272298,11.288248,0.0773
53680,272301,10.629843,0.13718
53681,272302,10.0711355,0.0893
53688,272328,9.634952,0.04738
53697,272359,10.954287,0.13117
53705,272382,10.083659,0.10608
53708,272394,10.938151,0.07932
53710,272396,11.0663805,0.1309
53714,272400,10.545769,0.12327
53717,272407,10.7119055,0.13337
53718,272409,10.85897,0.1359
53720,272416,9.910544,0.13601
53721,272417,10.207881,0.13417
53723,272424,8.969851,0.03638
53724,272432,10.939997,0.13274
53725,272433,10.844807,0.13143
53727,272435,11.1744375,0.13287
53728,272436,11.397418,0.13283
53729,272438,10.67046,0.07873
53730,272439,10.825499,0.04892
53731,272440,10.987982,0.13363
53732,272441,10.558023,0.13144
53733,272442,10.765121,0.13236
53734,272443,11.329311,0.07826
53740,272452,11.078485,0.13238
53741,272454,9.917094,0.06655
53745,272460,10.039057,0.13352
53746,272465,9.5170555,0.0781
53748,272481,10.289001,0.07748
53749,272484,10.607192,0.12393
53751,272486,10.900725,0.07809
53752,272488,10.650923,0.0485
53755,272491,10.260236,0.13162
53761,272520,10.943139,0.13165
53763,272523,10.229018,0.12564
53766,272527,10.616166,0.13158
53771,272533,10.466745,0.09905
53772,272543,10.688943,0.04717
53774,272545,10.818288,0.11071
53775,272546,10.021221,0.07729
53776,272547,11.147187,0.07765
53777,272549,11.0013485,0.07709
53786,272571,8.287489,0.02695
53789,272583,9.856757,0.09569
53790,272584,10.343299,0.1319
53791,272585,11.441008,0.13913
53792,272586,10.635581,0.14073
53793,272587,10.670232,0.13894
53794,272589,10.231392,0.07739
53796,272591,10.636083,0.09571
53797,272594,9.921639,0.0767
53799,272598,10.681602,0.13902
53800,272600,9.800867,0.07684
53802,272605,10.342318,0.14045
53803,272621,9.1195135,0.07887
53804,272629,10.687212,0.13905
53805,272631,11.164689,0.13842
53806,272632,11.040639,0.13931
53807,272633,10.869046,0.13942
53808,272634,11.744081,0.13871
53809,272635,10.999541,0.1397
53810,272636,10.460366,0.08539
53811,272637,10.508283,0.08485
53813,272641,10.844803,0.13943
53815,272645,9.599552,0.06389
53819,272658,11.216408,0.10474
53821,272662,10.945191,0.10507
53824,272667,9.477124,0.02247
53826,272683,10.675928,0.14047
53827,272684,10.653859,0.14163
53828,272685,10.752161,0.1416
53835,272697,10.047728,0.14225
53836,272702,10.546008,0.08168
53837,272705,10.721134,0.09093
53838,272707,9.85791,0.08261
53840,272709,9.3875885,0.04886
53849,272721,10.019459,0.07996
53850,272723,10.59525,0.14135
53851,272729,8.186852,0.01709
53855,272748,8.73432,0.02321
53856,272749,10.072041,0.07735
53857,272750,10.75403,0.08412
53878,272790,8.947042,0.02192
53883,272814,10.416185,0.0838
53884,272817,10.425579,0.08348
53885,272820,11.101063,0.08316
53886,272822,10.552507,0.02236
53887,272824,10.819523,0.08303
53888,272825,10.563794,0.08315
53890,272829,10.807716,0.08328
53891,272830,10.426397,0.08136
53892,272831,11.489512,0.08353
53893,272832,10.579982,0.09028
53894,272833,11.237227,0.08251
53896,272835,10.80729,0.08218
53898,272838,9.639019,0.082
53900,272840,10.243055,0.08379
53901,272841,9.836493,0.08112
53907,272856,9.663435,0.1065
53911,272880,9.909351,0.04851
53912,272882,10.017765,0.08251
53913,272884,10.115794,0.08158
53914,272885,10.599233,0.08342
53916,272887,11.013956,0.13181
53917,272888,11.136491,0.13132
53918,272889,9.772945,0.08437
53921,272894,10.278159,0.0833
53922,272900,10.010436,0.0842
53925,272910,10.694972,0.13625
53926,272912,10.108743,0.09006
53927,272913,10.684651,0.08538
53930,272916,10.530253,0.1232
53931,272917,9.573351,0.12994
53935,272930,9.51758,0.07914
53936,272935,10.011055,0.07863
53941,272941,11.189606,0.1127
53943,272947,10.270234,0.14721
53944,272950,9.7132015,0.1228
53947,272964,10.627308,0.07808
53948,272965,9.407259,0.04869
53949,272966,10.244684,0.13305
53950,272967,10.658679,0.0778
53951,272968,10.169651,0.08357
53954,272972,9.94237,0.07887
53956,272974,10.316118,0.13006
53958,272980,9.889083,0.08991
53960,272990,10.857645,0.04113
53962,272995,10.329879,0.01802
53963,272996,9.004619,0.02211
53964,272997,10.656715,0.07733
53967,273000,10.213829,0.14926
53973,273012,9.592056,0.07884
53974,273014,9.729152,0.07741
53977,273030,11.174859,0.12327
53978,273032,11.031589,0.13209
53982,273036,10.288981,0.13505
53983,273037,10.24292,0.12177
53984,273038,10.120967,0.04881
53993,273048,10.099808,0.12253
53994,273049,10.696439,0.13166
53995,273052,10.439537,0.11158
53997,273054,10.958333,0.14579
54001,273061,10.228179,0.07651
54005,273068,7.489552,0.00944
54006,273070,8.504128,0.02152
54008,273074,9.733688,0.08403
54011,273089,11.209907,0.11142
54013,273092,10.306743,0.03743
54014,273093,10.630052,0.12365
54015,273094,9.837362,0.10751
54016,273099,8.428697,0.01993
54018,273114,10.647056,0.07708
54020,273116,10.428155,0.08247
54023,273119,9.868643,0.07669
54026,273122,10.859785,0.12964
54031,273130,8.436083,0.03716
54035,273138,10.823243,0.13187
54046,273164,9.564491,0.084
54052,273178,9.27978,0.05751
54054,273184,10.146772,0.12509
54055,273191,10.66939,0.13177
54060,273204,10.363141,0.12675
54068,273224,10.003147,0.07535
54075,273242,8.877089,0.01932
54077,273250,11.004262,0.12572
54079,273253,10.920921,0.11138
54080,273254,11.131767,0.12679
54082,273256,8.909073,0.02048
54083,273257,11.479517,0.12502
54085,273259,10.673833,0.12664
54086,273260,10.431187,0.12599
54092,273272,10.394571,0.12365
54095,273280,10.763642,0.13204
54100,273296,9.717954,0.02086
54101,273297,10.578798,0.07826
54102,273299,10.525077,0.12435
54103,273300,10.88313,0.12562
54104,273301,10.609133,0.07907
54105,273302,10.430148,0.12652
54110,273309,9.519685,0.02015
54113,273321,9.579813,0.0786
54115,273328,8.5093775,0.02083
54116,273336,10.953024,0.00411
54117,273341,9.518701,0.04782
54119,273343,8.830504,0.03687
54120,273347,9.841704,0.07926
54124,273368,10.058518,0.08306
54129,273374,11.413588,0.12577
54131,273376,11.139155,0.12614
54137,273385,10.652599,0.12647
54138,273391,7.3201275,0.00983
54143,273409,10.351061,0.12678
54144,273410,10.898264,0.12626
54145,273411,10.708535,0.09813
54146,273412,8.922527,0.04533
54147,273413,10.922332,0.07502
54148,273414,10.830162,0.14579
54149,273415,10.563422,0.14609
54151,273417,10.02653,0.09183
54159,273449,10.60907,0.08233
54161,273451,10.519128,0.10938
54162,273452,10.211911,0.11134
54165,273455,11.291139,0.12633
54166,273456,9.758388,0.07449
54180,273493,10.627772,0.09673
54181,273494,9.39633,0.05069
54186,273507,9.909311,0.10948
54187,273509,9.394299,0.05095
54188,273514,8.67078,0.02089
54189,273516,10.571684,0.07362
54190,273517,10.050173,0.07778
54191,273518,10.82771,0.07515
54194,273521,9.729102,0.07781
