# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_351.8_-32.1,351.765,-32.148,g,11/06/13 01:30 AM,0.92,0.04,25.15,24.04,1.71E+13,A
KIDS_174.0_-0.5,174,-0.5,g,03/28/14 02:45 AM,0.85,0.05,25.04,23.95,1.67E+13,B
KIDS_176.0_-0.5,176,-0.5,u,03/19/12 03:01 AM,1.08,0.04,24.17,22.81,3.26E+12,A
KIDS_50.6_-32.1,50.588,-32.148,g,02/23/14 01:21 AM,1.03,0.04,25.08,23.92,1.65E+13,A
KIDS_186.5_2.5,186.518,2.478,i,07/07/12 01:18 AM,0.7,0.05,23.45,22.53,1.27E+13,B
KIDS_336.7_-31.2,336.699,-31.159,g,05/21/15 07:54 AM,0.88,0.06,25.12,24.04,1.68E+13,A
KIDS_356.4_-33.1,356.436,-33.137,g,06/10/14 08:44 AM,0.97,0.07,25.02,23.85,1.66E+13,C
KIDS_340.4_-30.2,340.447,-30.17,g,07/20/14 04:23 AM,0.89,0.06,25.22,24.17,1.67E+13,A
KIDS_214.0_0.5,214,0.5,i,01/29/13 08:02 AM,0.75,0.05,23.58,22.51,1.37E+13,B
KIDS_218.0_-1.5,218,-1.489,g,07/08/15 11:52 PM,0.95,0.04,25.15,23.96,1.66E+13,A
KIDS_159.0_0.5,159,0.5,g,12/26/14 06:31 AM,0.78,0.05,25.13,24.01,1.69E+13,A
KIDS_214.6_-2.5,214.596,-2.478,u,06/19/15 01:18 AM,1.15,0.03,24.2,23.08,3.15E+12,A
KIDS_340.4_-30.2,340.447,-30.17,i,07/01/12 04:23 AM,0.74,0.05,23.37,22.35,1.28E+13,B
KIDS_169.0_0.5,169,0.5,i,12/28/12 06:00 AM,0.77,0.05,23.26,22.27,1.37E+13,C
KIDS_216.0_1.5,216,1.489,r,07/12/13 12:49 AM,0.57,0.05,24.96,24.06,3.13E+13,B
KIDS_141.0_0.5,141,0.5,r,01/29/14 05:34 AM,0.66,0.04,25.03,24.1,3.01E+13,A
KIDS_228.0_-0.5,228,-0.5,r,07/20/14 12:49 AM,0.57,0.05,25.12,24.26,3.09E+13,B
KIDS_337.4_-33.1,337.426,-33.137,r,11/12/14 12:27 AM,0.75,0.05,25.07,24.01,2.99E+13,A
KIDS_346.8_-34.1,346.8,-34.126,g,07/29/14 06:38 AM,0.85,0.06,25.26,24.13,1.73E+13,A
KIDS_46.8_-34.1,46.8,-34.126,u,10/29/13 05:58 AM,0.97,0.03,24.29,23.16,3.45E+12,B
KIDS_177.5_2.5,177.493,2.478,g,04/27/14 11:56 PM,0.86,0.04,25.12,24.04,1.67E+13,B
KIDS_177.5_2.5,177.493,2.478,u,03/06/13 06:57 AM,1.08,0.04,23.88,22.31,3.15E+12,B
KIDS_343.2_-34.1,343.2,-34.126,i,05/05/12 08:06 AM,0.63,0.05,23.15,22.18,1.30E+13,C
KIDS_350.5_-33.1,350.495,-33.137,g,11/05/12 01:53 AM,0.81,0.04,25.12,23.99,1.65E+13,B
KIDS_350.5_-33.1,350.495,-33.137,u,07/26/12 09:08 AM,0.83,0.03,24.09,22.46,3.38E+12,B
KIDS_332.7_-33.1,332.673,-33.137,i,07/29/12 02:08 AM,1,0.04,23.63,22.43,1.28E+13,B
KIDS_44.7_-32.1,44.706,-32.148,g,12/07/12 03:26 AM,0.71,0.05,25.26,24.18,1.77E+13,A
KIDS_168.0_0.5,168,0.5,g,12/24/14 08:01 AM,0.61,0.05,25.06,24.1,1.70E+13,B
KIDS_168.0_0.5,168,0.5,u,01/19/15 06:14 AM,1.03,0.04,24.27,23.06,3.23E+12,B
KIDS_168.0_0.5,168,0.5,r,01/18/15 07:39 AM,0.71,0.07,25.18,24.2,2.98E+13,A
KIDS_187.0_0.5,187,0.5,u,04/05/13 04:55 AM,1.07,0.03,24.16,23.25,3.26E+12,B
KIDS_188.0_-0.5,188,-0.5,g,05/20/15 12:36 AM,0.8,0.04,25.22,24.09,1.75E+13,A
KIDS_349.4_-32.1,349.412,-32.148,u,09/05/11 07:13 AM,1.03,0.06,24.3,23.08,3.46E+12,B
KIDS_354.1_-32.1,354.118,-32.148,u,10/12/12 01:58 AM,1.14,0.07,24.22,23.26,3.53E+12,A
KIDS_176.5_2.5,176.49,2.478,g,04/27/14 01:52 AM,0.77,0.05,25.13,24.13,1.71E+13,B
KIDS_354.1_-32.1,354.118,-32.148,r,07/12/13 06:40 AM,0.77,0.04,25.08,24.11,3.12E+13,A
KIDS_1.2_-33.1,1.188,-33.137,r,07/20/14 08:39 AM,0.7,0.05,24.93,23.95,3.14E+13,A
KIDS_223.6_-2.5,223.621,-2.478,i,07/12/14 02:29 AM,0.72,0.05,23.38,22.42,1.34E+13,B
KIDS_182.0_0.5,182,0.5,u,05/23/12 12:42 AM,1.12,0.04,24.18,23.06,3.21E+12,B
KIDS_182.0_0.5,182,0.5,r,02/19/13 07:34 AM,0.64,0.05,25.06,24.25,3.24E+13,A
KIDS_223.6_-2.5,223.621,-2.478,u,08/09/12 11:29 PM,1.17,0.05,24.1,22.51,3.26E+12,A
KIDS_221.6_-2.5,221.616,-2.478,i,03/24/13 06:38 AM,0.63,0.06,23.85,22.98,1.35E+13,B
KIDS_356.5_-31.2,356.505,-31.159,u,11/10/12 02:29 AM,0.88,0.05,24.3,23.07,3.40E+12,A
KIDS_40.4_-33.1,40.396,-33.137,g,08/25/14 08:59 AM,0.63,0.05,25.26,24.34,1.73E+13,B
KIDS_41.6_-33.1,41.584,-33.137,g,01/27/14 01:19 AM,0.85,0.04,25.09,24.02,1.58E+13,B
KIDS_133.0_-1.5,133,-1.489,r,12/11/13 06:22 AM,0.63,0.05,24.95,24,3.08E+13,A
KIDS_345.0_-30.2,345.048,-30.17,g,12/21/14 12:51 AM,1.11,0.06,24.91,23.78,1.65E+13,B
KIDS_185.5_-2.5,185.515,-2.478,g,01/22/15 07:55 AM,0.68,0.05,25.15,24.15,1.74E+13,A
KIDS_219.0_1.5,219,1.489,r,03/10/13 08:08 AM,0.81,0.05,25.04,23.99,3.21E+13,B
KIDS_219.0_1.5,219,1.489,i,07/04/12 02:42 AM,0.59,0.05,23.3,22.4,1.29E+13,B
KIDS_43.7_-30.2,43.706,-30.17,u,12/26/14 02:38 AM,1.08,0.04,24.23,23.08,3.40E+12,B
KIDS_335.3_-32.1,335.294,-32.148,i,08/21/12 01:56 AM,0.75,0.07,24.1,23.16,1.29E+13,A
KIDS_335.3_-32.1,335.294,-32.148,u,08/01/14 05:07 AM,0.94,0.04,24.34,23.22,3.31E+12,B
KIDS_218.0_0.5,218,0.5,g,05/18/15 05:23 AM,0.89,0.04,25.14,24.06,1.60E+13,B
KIDS_182.0_-0.5,182,-0.5,r,02/17/13 07:50 AM,0.48,0.06,25.08,24.36,3.18E+13,B
KIDS_177.0_1.5,177,1.489,u,03/31/12 04:59 AM,1.09,0.04,24.17,22.84,3.22E+12,B
KIDS_177.0_1.5,177,1.489,r,04/07/13 04:54 AM,0.64,0.04,24.78,23.93,3.07E+13,A
KIDS_219.6_2.5,219.61,2.478,u,05/28/14 02:42 AM,1.23,0.03,23.91,22.74,2.39E+12,B
KIDS_234.0_-0.5,234,-0.5,g,07/18/15 02:46 AM,0.94,0.06,25.13,23.96,1.58E+13,B
KIDS_345.6_-34.1,345.6,-34.126,i,07/01/12 04:51 AM,0.68,0.05,23.37,22.38,1.27E+13,C
KIDS_37.2_-34.1,37.2,-34.126,i,07/21/12 09:28 AM,0.72,0.04,24.16,23.2,1.08E+13,B
KIDS_179.5_-2.5,179.499,-2.478,u,06/16/12 12:54 AM,1.1,0.04,24.02,22.83,3.12E+12,A
KIDS_338.1_-30.2,338.147,-30.17,g,10/07/13 12:03 AM,0.92,0.05,25.2,24.13,1.74E+13,B
KIDS_211.0_0.5,211,0.5,i,08/09/12 11:58 PM,0.79,0.06,23.92,22.86,1.28E+13,A
KIDS_235.0_0.5,235,0.5,i,03/12/14 06:51 AM,0.6,0.05,23.96,23.04,1.27E+13,B
KIDS_0.0_-33.1,0,-33.137,i,10/02/11 08:02 AM,0.94,0.05,23.74,22.63,1.32E+13,B
KIDS_180.5_-2.5,180.501,-2.478,u,04/11/13 04:25 AM,0.94,0.08,24.12,23.14,3.28E+12,B
KIDS_351.6_-34.1,351.6,-34.126,r,11/23/13 01:47 AM,0.58,0.05,25.08,24.25,3.05E+13,B
KIDS_131.0_-0.5,131,-0.5,u,01/18/13 05:12 AM,0.97,0.04,24.25,22.88,3.36E+12,B
KIDS_45.1_-33.1,45.149,-33.137,i,01/01/12 02:54 AM,0.68,0.06,24.08,23.09,1.34E+13,B
KIDS_131.0_-0.5,131,-0.5,g,03/26/14 01:24 AM,0.85,0.05,25.12,23.94,1.65E+13,A
KIDS_175.5_-2.5,175.487,-2.478,g,01/22/15 07:25 AM,0.76,0.05,25.2,24.18,1.75E+13,A
KIDS_346.0_-31.2,346.019,-31.159,i,05/07/12 08:53 AM,0.58,0.06,23.28,22.26,1.30E+13,C
KIDS_224.0_1.5,224,1.489,g,07/21/14 02:20 AM,1.02,0.05,25.17,24.02,1.63E+13,B
KIDS_186.0_-1.5,186,-1.489,i,07/05/12 01:46 AM,1.06,0.04,23.27,21.96,1.28E+13,C
KIDS_224.0_1.5,224,1.489,r,05/08/14 05:57 AM,0.5,0.05,24.85,24.09,3.10E+13,B
KIDS_140.0_0.5,140,0.5,i,04/07/12 03:22 AM,0.7,0.06,23.26,22.24,1.29E+13,A
KIDS_140.0_0.5,140,0.5,g,12/29/13 07:25 AM,0.64,0.04,25,24.02,1.61E+13,A
KIDS_214.0_-1.5,214,-1.489,g,04/09/14 07:58 AM,0.68,0.05,25.05,24.08,1.67E+13,B
KIDS_218.6_2.5,218.607,2.478,i,07/02/14 02:57 AM,0.99,0.04,23.83,22.69,1.32E+13,B
KIDS_214.0_-1.5,214,-1.489,u,03/10/14 07:34 AM,1.16,0.06,24.19,22.94,3.35E+12,B
KIDS_178.0_-1.5,178,-1.489,i,03/01/15 02:53 AM,0.94,0.05,23.83,22.67,1.35E+13,A
KIDS_214.0_-1.5,214,-1.489,r,04/04/14 06:04 AM,0.61,0.06,24.95,24.06,3.13E+13,B
KIDS_348.1_-33.1,348.119,-33.137,i,09/30/11 07:41 AM,0.92,0.05,23.76,22.71,1.29E+13,B
KIDS_213.6_2.5,213.593,2.478,i,06/08/12 04:15 AM,0.93,0.05,23.65,22.52,1.29E+13,C
KIDS_223.0_1.5,223,1.489,u,03/07/14 08:47 AM,0.89,0.05,24.15,22.59,3.32E+12,A
KIDS_39.6_-31.2,39.612,-31.159,i,12/13/11 03:56 AM,0.63,0.05,23.59,22.81,1.34E+13,B
KIDS_213.6_2.5,213.593,2.478,g,06/30/14 02:59 AM,1.29,0.05,25.09,23.76,1.56E+13,A
KIDS_33.3_-33.1,33.267,-33.137,u,11/29/13 03:27 AM,0.9,0.04,24.17,22.99,3.41E+12,B
KIDS_339.8_-33.1,339.802,-33.137,g,09/05/11 06:47 AM,0.99,0.05,25.18,23.98,1.75E+13,B
KIDS_50.6_-32.1,50.588,-32.148,u,08/01/14 09:28 AM,0.97,0.04,24.25,22.95,3.24E+12,A
KIDS_33.3_-33.1,33.267,-33.137,g,11/29/13 03:57 AM,0.71,0.04,25.16,24.1,1.68E+13,A
KIDS_223.0_1.5,223,1.489,g,06/21/14 01:50 AM,0.93,0.04,25.28,24.17,1.72E+13,A
KIDS_212.0_-0.5,212,-0.5,g,06/16/15 11:57 PM,0.76,0.06,25.19,24.18,1.67E+13,B
KIDS_180.0_0.5,180,0.5,r,04/06/13 04:25 AM,0.72,0.05,24.84,23.91,3.15E+13,A
KIDS_348.0_-34.1,348,-34.126,g,07/29/14 07:01 AM,0.87,0.06,25.22,24.11,1.72E+13,B
KIDS_41.9_-31.2,41.942,-31.159,r,11/25/13 03:19 AM,0.58,0.04,25.11,24.31,3.09E+13,B
KIDS_50.4_-34.1,50.4,-34.126,r,10/30/14 06:30 AM,0.55,0.05,24.87,24.11,2.96E+13,B
KIDS_356.5_-31.2,356.505,-31.159,g,12/19/14 01:50 AM,0.79,0.06,25.1,24.06,1.64E+13,A
KIDS_41.9_-31.2,41.942,-31.159,g,12/22/14 03:41 AM,0.99,0.04,25.18,24.13,1.72E+13,A
KIDS_224.0_-1.5,224,-1.489,u,06/16/12 03:26 AM,1.11,0.04,24.1,22.76,3.21E+12,A
KIDS_224.0_-1.5,224,-1.489,r,03/09/13 07:56 AM,0.74,0.06,25.03,24.05,3.19E+13,B
KIDS_134.0_0.5,134,0.5,i,05/08/12 12:28 AM,0.83,0.05,23.49,22.39,1.32E+13,B
KIDS_331.5_-33.1,331.485,-33.137,g,05/10/14 08:12 AM,0.96,0.04,24.87,23.74,1.67E+13,B
KIDS_216.0_1.5,216,1.489,g,04/28/14 07:00 AM,1,0.05,24.99,23.89,1.63E+13,B
KIDS_218.0_-1.5,218,-1.489,i,02/26/13 08:09 AM,1.18,0.05,23.39,22.12,1.36E+13,B
KIDS_134.0_0.5,134,0.5,g,03/01/14 03:40 AM,0.64,0.05,25.1,24.08,1.74E+13,A
KIDS_232.0_-0.5,232,-0.5,u,06/21/15 02:43 AM,0.97,0.03,24.25,22.88,3.28E+12,B
KIDS_174.5_2.5,174.485,2.478,r,04/28/14 12:48 AM,0.56,0.05,24.88,24.06,3.13E+13,B
KIDS_232.0_-0.5,232,-0.5,g,07/18/15 01:59 AM,0.99,0.04,25.17,23.98,1.62E+13,B
KIDS_235.0_-0.5,235,-0.5,g,05/21/15 07:05 AM,1.09,0.05,25.07,23.9,1.64E+13,A
KIDS_348.0_-34.1,348,-34.126,i,07/03/12 05:56 AM,0.67,0.05,23.39,22.41,1.31E+13,C
KIDS_349.2_-34.1,349.2,-34.126,r,08/01/14 08:51 AM,0.52,0.05,25.06,24.31,3.06E+13,B
KIDS_350.4_-34.1,350.4,-34.126,g,06/17/15 07:56 AM,1.18,0.04,25.22,23.92,1.69E+13,A
KIDS_141.0_0.5,141,0.5,u,04/12/13 01:24 AM,1.18,0.04,24.21,22.8,3.29E+12,B
KIDS_347.1_-32.1,347.059,-32.148,g,07/18/15 05:07 AM,1.18,0.05,25.2,23.9,1.61E+13,A
KIDS_228.0_-0.5,228,-0.5,i,07/16/14 03:13 AM,0.92,0.04,23.63,22.44,1.32E+13,B
KIDS_228.0_-0.5,228,-0.5,u,06/09/15 03:44 AM,0.95,0.03,24.24,23.14,3.05E+12,B
KIDS_141.0_0.5,141,0.5,g,02/24/14 02:37 AM,1.1,0.07,25.08,23.87,1.73E+13,B
KIDS_354.0_-34.1,354,-34.126,u,06/25/15 08:07 AM,1.12,0.04,24.18,23.06,3.20E+12,A
KIDS_351.7_-33.1,351.683,-33.137,i,11/15/11 03:27 AM,0.75,0.05,23.77,22.84,1.33E+13,B
KIDS_330.9_-31.2,330.874,-31.159,u,10/23/14 01:04 AM,1.23,0.05,24.14,22.99,3.03E+12,B
KIDS_346.8_-34.1,346.8,-34.126,u,07/28/14 05:57 AM,0.95,0.03,24.34,23.23,3.43E+12,B
KIDS_335.5_-31.2,335.534,-31.159,r,05/18/15 08:55 AM,0.65,0.05,24.96,24,3.00E+13,A
KIDS_1.2_-32.1,1.176,-32.148,u,07/28/14 08:43 AM,0.94,0.04,24.3,23.05,3.40E+12,C
KIDS_177.5_2.5,177.493,2.478,r,03/27/14 02:57 AM,0.76,0.05,24.81,23.84,2.97E+13,B
KIDS_349.3_-33.1,349.307,-33.137,i,10/04/11 05:07 AM,0.81,0.04,24.22,23.21,1.37E+13,A
KIDS_179.5_2.5,179.499,2.478,g,01/29/15 07:07 AM,0.61,0.05,25.09,24.15,1.62E+13,A
KIDS_221.6_-2.5,221.616,-2.478,g,07/09/15 02:22 AM,1.12,0.04,25.13,23.94,1.60E+13,A
KIDS_179.5_2.5,179.499,2.478,i,12/28/12 07:34 AM,1.01,0.05,23.4,22.21,1.37E+13,B
KIDS_179.5_2.5,179.499,2.478,u,04/15/13 01:57 AM,1.08,0.06,24.16,22.96,3.27E+12,A
KIDS_179.5_2.5,179.499,2.478,r,05/31/13 01:10 AM,0.65,0.04,24.89,24,3.13E+13,B
KIDS_164.0_0.5,164,0.5,g,02/13/15 06:42 AM,0.93,0.04,24.71,23.5,1.64E+13,B
KIDS_223.6_2.5,223.621,2.478,r,04/04/14 07:27 AM,0.6,0.05,24.85,23.98,3.10E+13,A
KIDS_206.0_0.5,206,0.5,u,05/14/13 02:08 AM,0.87,0.04,24.27,23.08,3.36E+12,B
KIDS_176.5_-2.5,176.49,-2.478,r,03/26/14 02:18 AM,0.69,0.06,24.86,23.97,2.99E+13,B
KIDS_187.0_0.5,187,0.5,r,05/31/13 01:50 AM,0.6,0.05,24.96,24.12,3.13E+13,B
KIDS_355.2_-33.1,355.248,-33.137,i,07/10/14 08:39 AM,0.86,0.05,23.99,22.88,1.34E+13,B
KIDS_164.0_0.5,164,0.5,r,04/12/15 02:49 AM,0.72,0.05,24.77,23.79,2.80E+13,B
KIDS_164.0_0.5,164,0.5,u,01/19/15 07:57 AM,1.11,0.04,24.27,23.19,3.34E+12,B
KIDS_164.0_0.5,164,0.5,i,04/27/13 04:34 AM,0.86,0.05,23.24,22.06,1.34E+13,B
KIDS_350.4_-34.1,350.4,-34.126,r,09/03/14 07:53 AM,0.68,0.05,25,24.06,3.11E+13,A
KIDS_51.6_-34.1,51.6,-34.126,i,11/07/11 04:18 AM,0.75,0.04,23.91,22.96,1.37E+13,B
KIDS_206.0_0.5,206,0.5,i,04/29/13 02:35 AM,0.77,0.05,23.75,22.75,1.35E+13,C
KIDS_206.0_0.5,206,0.5,g,06/09/15 02:57 AM,0.82,0.05,25.18,24.16,1.62E+13,A
KIDS_213.0_-1.5,213,-1.489,i,07/07/12 02:54 AM,0.7,0.05,23.54,22.62,1.30E+13,C
KIDS_168.0_0.5,168,0.5,i,12/26/12 07:14 AM,0.61,0.05,23.69,22.81,1.41E+13,B
KIDS_214.6_-2.5,214.596,-2.478,g,07/09/15 01:54 AM,1.05,0.03,25.09,23.85,1.60E+13,B
KIDS_354.0_-34.1,354,-34.126,g,06/25/15 07:11 AM,1.04,0.04,25.14,23.99,1.63E+13,A
KIDS_176.5_-2.5,176.49,-2.478,u,03/09/14 06:09 AM,1,0.03,24.16,23.14,3.31E+12,B
KIDS_206.0_0.5,206,0.5,r,05/14/13 03:39 AM,0.59,0.05,25.03,24.2,3.15E+13,A
KIDS_224.0_-0.5,224,-0.5,r,05/14/13 05:43 AM,0.92,0.06,24.99,23.86,3.11E+13,B
KIDS_187.0_0.5,187,0.5,g,01/27/15 06:42 AM,1.08,0.04,25.07,23.78,1.58E+13,A
KIDS_176.5_-2.5,176.49,-2.478,g,01/22/15 08:19 AM,0.73,0.05,25.2,24.19,1.76E+13,B
KIDS_188.0_-0.5,188,-0.5,r,06/04/15 11:16 PM,0.9,0.05,24.89,23.75,3.01E+13,A
KIDS_354.1_-32.1,354.118,-32.148,i,05/09/12 09:07 AM,0.66,0.05,23.59,22.71,1.31E+13,B
KIDS_330.9_-31.2,330.874,-31.159,g,06/24/15 04:58 AM,0.99,0.04,25.1,23.95,1.56E+13,A
KIDS_187.0_0.5,187,0.5,i,07/29/12 12:03 AM,0.89,0.05,23.3,22.17,1.28E+13,B
KIDS_221.6_-2.5,221.616,-2.478,r,03/28/14 08:07 AM,0.68,0.05,24.93,23.98,3.06E+13,B
KIDS_182.0_0.5,182,0.5,g,07/08/12 12:13 AM,0.78,0.05,24.82,23.74,1.59E+13,B
KIDS_182.0_0.5,182,0.5,i,02/13/15 05:46 AM,0.99,0.05,24.02,22.81,1.26E+13,A
KIDS_335.0_-33.1,335.05,-33.137,g,07/20/14 03:57 AM,0.76,0.06,25.24,24.24,1.68E+13,B
KIDS_213.0_-1.5,213,-1.489,g,04/21/14 02:37 AM,0.94,0.05,25.06,23.94,1.65E+13,A
KIDS_351.7_-33.1,351.683,-33.137,r,11/17/12 01:58 AM,0.76,0.04,25.07,24.07,2.99E+13,A
KIDS_213.6_-2.5,213.593,-2.478,u,03/20/15 08:01 AM,1.28,0.04,24.08,22.74,3.27E+12,B
KIDS_356.5_-31.2,356.505,-31.159,i,06/06/12 08:17 AM,0.97,0.04,23.45,22.24,1.31E+13,B
KIDS_224.0_0.5,224,0.5,r,03/26/14 08:47 AM,0.66,0.04,24.88,23.96,2.97E+13,B
KIDS_212.6_-2.5,212.591,-2.478,u,07/27/14 11:55 PM,0.83,0.04,24.05,22.96,2.85E+12,C
KIDS_356.5_-32.1,356.471,-32.148,u,07/25/14 08:31 AM,0.86,0.04,24.33,23.16,3.51E+12,B
KIDS_356.5_-31.2,356.505,-31.159,r,09/29/13 02:50 AM,0.62,0.06,25.08,24.21,3.09E+13,A
KIDS_1.2_-33.1,1.188,-33.137,u,07/25/14 06:43 AM,1.13,0.03,24.27,22.98,3.36E+12,B
KIDS_217.6_-2.5,217.604,-2.478,i,03/25/13 07:59 AM,1.27,0.04,23.67,22.26,1.33E+13,B
KIDS_352.9_-33.1,352.871,-33.137,i,06/01/12 06:53 AM,0.71,0.05,23.47,22.52,1.27E+13,B
KIDS_212.6_-2.5,212.591,-2.478,i,07/03/12 01:44 AM,0.64,0.05,23.38,22.47,1.30E+13,C
KIDS_213.6_-2.5,213.593,-2.478,g,06/17/15 11:54 PM,1.07,0.07,25.21,24.03,1.66E+13,A
KIDS_213.6_-2.5,213.593,-2.478,i,03/12/14 05:50 AM,0.52,0.06,23.86,22.98,1.27E+13,A
KIDS_212.6_-2.5,212.591,-2.478,g,05/19/15 02:17 AM,1.11,0.04,25.18,23.93,1.66E+13,B
KIDS_217.6_-2.5,217.604,-2.478,g,06/20/15 03:03 AM,1.05,0.04,24.88,23.68,1.17E+13,B
KIDS_36.5_-32.1,36.471,-32.148,i,07/02/12 09:12 AM,0.78,0.05,23.59,22.55,1.28E+13,A
KIDS_349.4_-32.1,349.412,-32.148,r,10/01/13 01:22 AM,0.59,0.05,24.93,24.03,3.08E+13,B
KIDS_133.0_-1.5,133,-1.489,u,03/20/12 02:43 AM,0.95,0.04,24.25,22.91,3.28E+12,B
KIDS_52.3_-33.1,52.277,-33.137,u,12/26/14 03:38 AM,0.87,0.04,24.21,23.04,3.33E+12,A
KIDS_47.1_-32.1,47.059,-32.148,i,12/18/11 04:43 AM,0.76,0.04,23.91,22.87,1.34E+13,C
KIDS_346.0_-31.2,346.019,-31.159,r,08/22/12 07:47 AM,0.73,0.05,25.04,24.1,3.00E+13,A
KIDS_133.0_-1.5,133,-1.489,g,02/20/14 01:48 AM,0.91,0.04,25.05,23.86,1.72E+13,A
KIDS_341.6_-30.2,341.597,-30.17,i,07/02/12 05:15 AM,0.71,0.05,23.36,22.38,1.27E+13,B
KIDS_47.1_-32.1,47.059,-32.148,u,10/29/13 06:32 AM,1.1,0.04,24.23,22.89,3.38E+12,B
KIDS_345.0_-30.2,345.048,-30.17,r,09/28/14 03:02 AM,0.82,0.05,24.94,23.89,3.04E+13,B
KIDS_213.0_-1.5,213,-1.489,r,07/12/13 12:10 AM,0.58,0.05,24.96,24.13,3.16E+13,B
KIDS_137.0_1.5,137,1.489,u,04/29/13 12:14 AM,0.81,0.04,24.14,22.72,3.25E+12,B
KIDS_219.0_1.5,219,1.489,u,06/16/12 02:34 AM,1.09,0.04,24.11,22.87,3.25E+12,A
KIDS_51.8_-32.1,51.765,-32.148,i,11/07/11 06:34 AM,0.58,0.05,23.85,23.04,1.37E+13,B
KIDS_137.0_1.5,137,1.489,r,01/29/14 06:14 AM,0.59,0.04,25.03,24.15,3.00E+13,A
KIDS_337.2_-29.2,337.215,-29.181,g,06/24/15 06:17 AM,0.91,0.04,25.15,24,1.62E+13,A
KIDS_185.5_-2.5,185.515,-2.478,u,03/25/14 05:05 AM,0.8,0.04,24.15,23.04,3.37E+12,B
KIDS_185.5_-2.5,185.515,-2.478,r,03/01/14 06:07 AM,0.78,0.04,24.92,23.91,3.19E+13,B
KIDS_337.2_-29.2,337.215,-29.181,i,07/26/12 03:12 AM,1.11,0.04,23.87,22.57,1.28E+13,A
KIDS_347.3_-30.2,347.348,-30.17,u,10/28/13 12:39 AM,1.2,0.03,24.31,23.19,3.50E+12,B
KIDS_335.3_-32.1,335.294,-32.148,g,05/01/15 09:05 AM,1.23,0.07,25.07,23.76,1.68E+13,A
KIDS_220.0_-1.5,220,-1.489,r,03/26/14 07:27 AM,0.67,0.06,24.9,24.03,3.00E+13,B
KIDS_340.4_-30.2,340.447,-30.17,u,07/25/14 06:02 AM,1.09,0.04,24.3,23.06,3.48E+12,B
KIDS_48.7_-33.1,48.713,-33.137,i,11/08/11 03:05 AM,0.83,0.06,23.73,22.67,1.39E+13,B
KIDS_220.0_-1.5,220,-1.489,i,03/25/13 05:57 AM,0.95,0.05,23.68,22.49,1.35E+13,B
KIDS_343.2_-34.1,343.2,-34.126,u,10/26/13 03:12 AM,0.99,0.05,24.11,23.04,3.26E+12,A
KIDS_44.3_-31.2,44.272,-31.159,u,12/31/13 01:21 AM,1.02,0.06,24.26,22.66,3.48E+12,B
KIDS_349.6_-30.2,349.649,-30.17,g,11/12/14 02:34 AM,1.09,0.04,25.1,23.86,1.63E+13,B
KIDS_138.0_0.5,138,0.5,g,03/01/14 02:51 AM,0.92,0.04,25.11,23.99,1.74E+13,B
KIDS_138.0_0.5,138,0.5,u,01/04/14 06:23 AM,1.21,0.03,24.21,22.91,3.34E+12,A
KIDS_331.8_-32.1,331.765,-32.148,g,07/16/15 03:24 AM,1.13,0.07,25.12,23.87,1.53E+13,A
KIDS_357.6_-32.1,357.647,-32.148,u,08/30/13 04:26 AM,1.04,0.03,24.33,23.17,3.46E+12,B
KIDS_138.0_0.5,138,0.5,i,05/07/12 02:03 AM,0.72,0.04,23.11,21.94,1.30E+13,C
KIDS_44.3_-31.2,44.272,-31.159,i,11/15/11 07:15 AM,0.89,0.05,23.82,22.62,1.33E+13,C
KIDS_0.0_-33.1,0,-33.137,g,08/01/14 05:31 AM,0.82,0.04,25.22,24.17,1.67E+13,A
KIDS_347.3_-30.2,347.348,-30.17,i,07/01/12 06:53 AM,0.76,0.07,23.64,22.55,1.31E+13,B
KIDS_40.8_-31.2,40.777,-31.159,r,12/11/12 04:53 AM,0.82,0.07,25.16,24.06,3.09E+13,A
KIDS_172.5_-2.5,172.479,-2.478,g,12/19/14 07:25 AM,0.92,0.06,25.04,23.92,1.64E+13,B
KIDS_51.8_-30.2,51.757,-30.17,g,01/15/15 03:52 AM,1.21,0.04,25.18,23.91,1.59E+13,A
KIDS_351.6_-34.1,351.6,-34.126,i,06/06/12 08:50 AM,0.89,0.06,23.47,22.39,1.31E+13,C
KIDS_0.0_-31.2,0,-31.159,u,11/27/11 02:34 AM,0.93,0.03,23.97,22.81,3.19E+12,A
KIDS_51.8_-30.2,51.757,-30.17,i,11/14/11 03:27 AM,0.9,0.04,23.8,22.65,1.39E+13,B
KIDS_35.6_-33.1,35.644,-33.137,r,01/14/13 12:55 AM,0.74,0.05,25.14,24.19,3.28E+13,A
KIDS_224.6_2.5,224.624,2.478,u,07/25/14 12:16 AM,1.2,0.06,24.25,23.09,3.27E+12,B
KIDS_336.7_-31.2,336.699,-31.159,u,08/22/14 05:54 AM,1.21,0.03,24.29,23.09,3.47E+12,B
KIDS_343.9_-30.2,343.898,-30.17,i,07/03/12 05:26 AM,0.7,0.05,23.35,22.37,1.30E+13,B
KIDS_182.0_-0.5,182,-0.5,g,07/07/12 11:49 PM,0.75,0.05,24.7,23.76,1.61E+13,C
