,Mean,Median,Min,Max,Std
SLACS,1.5317200066345678,1.4873854461516869,0.7028311541127982,2.9515739413036988,0.437636184265761
GAMA Spectroscopy,0.6936539903976253,0.6910407935894434,0.3419647178517667,1.1670347302854158,0.25004865011873567
