,ID,score,P1,P3,RA,DEC,DISC
399,3416.0,4.0,0.8909999999999999,,217.08246,-0.67168,0.0
400,986.0,4.0,0.9359999999999999,,216.80048,-0.4618,0.0
401,2596.0,4.0,0.838,,217.91565,1.23987,0.0
402,1905.0,4.0,0.866,,215.57336,-1.7087900000000003,0.0
403,723.0,4.0,0.86,,221.83167000000003,-1.34871,0.0
404,383.0,4.0,0.8059999999999999,,213.84665,-0.03468,0.0
405,3174.0,4.0,0.8959999999999999,,219.2414,-0.8243799999999999,0.0
406,2456.0,4.0,0.903,,218.98695,1.8141200000000002,0.0
407,171.0,4.0,0.838,,214.01757999999998,2.62049,0.0
408,318.0,4.0,0.8240000000000001,,221.92004,1.53094,0.0
409,619.0,4.0,0.905,,220.45906000000002,1.42159,0.0
410,1072.0,4.0,0.884,,222.02289,2.09729,0.0
411,1423.0,4.0,0.937,,219.2491,-1.06598,0.0
412,11.0,4.0,0.84,,214.28033,-1.10181,0.0
413,354.0,4.0,0.8170000000000001,,218.25647,-1.7037799999999999,0.0
414,461.0,4.0,0.8079999999999999,,218.45767,-1.07655,0.0
415,985.0,4.0,0.82,,212.77747000000002,1.9696,0.0
416,47.0,4.0,0.898,,222.20966,0.70773,0.0
417,2207.0,16.0,0.9520000000000001,0.951,212.50432,1.49919,2.0
418,3169.0,16.0,0.9890000000000001,0.981,217.50757000000002,-1.8458700000000001,2.0
419,2730.0,28.0,0.9990000000000001,1.0,214.36708,1.99311,2.0
420,1852.0,4.0,0.8240000000000001,0.961,214.63086,-0.01464,2.0
