,GAMA_ID,RA,DEC,LENS_SCORE
221,422219,129.91257,2.57408,0.20515411015049417
222,425921,131.64739,2.9992,0.26019584264470463
223,522103,132.47988,2.89815,0.33803604254326697
224,517800,133.77196,2.54238,0.2037314385353366
225,418788,137.69141,2.74717,0.34306257553912467
226,214444,130.19129,0.59271,0.2028885126057691
227,380620,129.42704,1.69318,0.25338147954412443
228,202408,129.4355,-0.24461,0.21006112670770308
229,549071,130.15583,-0.60225,0.24761483520612365
230,202397,129.44792,-0.24408,0.3472897784548457
231,386216,130.57442,2.14604,0.22833061922452985
232,422113,129.41517,2.59516,0.49958037158724444
233,422228,129.93613,2.59097,0.3021404022221289
234,622164,131.55492,0.69581,0.2004049149124903
235,622083,130.88071,0.72617,0.2377009315862563
236,380968,130.83671,1.80499,0.24141487939475736
237,323246,131.01754,1.57896,0.22655405308423998
238,214652,130.79846,0.56692,0.2138392482993596
239,380863,130.40454,1.77655,0.23011505632634663
240,573840,130.33075,-0.20663,0.3152147323080724
241,208983,131.17354,0.10867,0.21883759029942845
242,386246,131.02525,2.15271,0.20216148035080528
243,521819,131.36708,2.91472,0.4968857724712369
244,381351,132.37279,1.79626,0.23034309752033377
245,323547,132.18346,1.63555,0.29136973799602534
246,196837,132.90975,-0.69973,0.4873382424544388
247,346206,132.84967,2.1456,0.24386012150975492
248,371979,133.70746,0.96674,0.2783871659778451
249,372045,133.97321,0.9832,0.37830414114878375
250,197084,133.91371,-0.77825,0.23215341577806703
251,347013,135.85813,2.20542,0.21403468074997384
252,382331,136.26904,1.89798,0.21937088513004083
253,372551,136.30863,1.16437,0.21862734070659984
254,203882,135.65504,-0.22233,0.222984454381216
255,197611,136.03367,-0.72014,0.3193540104753855
256,347305,137.20567,2.25939,0.22212033611597617
257,347300,137.23038,2.25533,0.2273832711044247
258,216186,137.06817,0.53355,0.4597025018897328
259,377364,137.31788,1.57843,0.21163559124040773
260,216311,137.69629,0.60608,0.2142882499674451
261,324963,138.03054,1.91205,0.20026989318842897
262,3913888,138.16092,-0.86962,0.2966539538174219
263,3632594,138.25246,-0.95549,0.3266706654847568
264,550894,138.0025,-0.62412,0.2324620155822219
265,377662,138.4355,1.63343,0.24169006504172094
266,551212,139.32517,-0.42667,0.22866596622864716
267,198506,139.78154,-0.78778,0.2965200454186538
268,198377,139.30642,-0.83893,0.2441073795558947
269,279912,139.86921,1.01569,0.21085231651910147
270,325385,139.97421,1.89308,0.21951745455862032
271,601585,140.61592,0.21871,0.22331562577673403
272,210997,140.74404,0.20199,0.25485753205829065
273,196101,129.34758,-0.69439,0.21370940838752894
274,381577,133.15779,1.82664,0.2557309225942758
275,423759,137.05987,2.95078,0.21506833869153136
276,214624,130.90321,0.59576,0.23275398989334353
277,514157,139.46192,2.64359,0.20822736327103286
278,3624494,132.15517,-0.78384,0.20121637624740943
279,216085,136.58871,0.51799,0.25241329745041624
280,388600,140.72654,2.50766,0.2182127742518088
281,278766,133.70083,0.84627,0.2065266704005523
282,522215,133.56825,2.93093,0.27751550359729177
283,3908854,136.9205,-1.21444,0.25098180191820685
284,3593846,139.59808,-1.90503,0.24181970096025784
285,3592172,138.63338,-1.89768,0.20910510688123343
286,3616587,138.82646,-1.50751,0.21249734042210636
287,3578853,130.98196,-1.62032,0.31946133815220373
288,3909064,136.9855,-1.14841,0.4205118760374178
289,3593943,139.74883,-1.87208,0.5456665120741541
290,656625,140.24008,-1.85962,0.3112479599176929
291,3892065,139.87304,-1.66792,0.2737528115024476
292,3599976,129.38913,-1.10436,0.30950300976594003
293,3904345,134.13208,-1.01359,0.23650265794503297
294,3610455,135.09329,-1.21204,0.33082205383550667
295,3860836,133.63392,-1.95526,0.2319700666682844
296,3906258,135.18908,-1.02566,0.2153419552299366
297,3911296,138.37767,-1.15744,0.2771282298464654
298,3873716,129.29358,-1.40344,0.20259675547700426
299,534589,174.00058,-0.91499,0.21990646308799708
300,287627,174.1965,1.69352,0.3227870943232424
301,402287,174.24688,1.99676,0.24729946113495582
302,402422,175.11037,1.98645,0.23065613989634717
303,396796,175.00729,1.49267,0.2833141643477328
304,7176,176.01762,0.7622,0.2040081763261367
305,84240,176.7615,0.46884,0.25237733803362267
306,136845,176.28808,-1.76448,0.2
307,136746,175.96037,-1.81207,0.25
308,30637,176.13771,-1.1238,0.20210881967540983
309,143533,176.38883,-1.40968,0.25
310,397104,176.67987,1.46766,0.2352341444164246
311,98137,176.30246,1.02919,0.2624380305281203
312,559472,177.21904,-0.59724,0.20979826030581344
313,559545,177.57329,-0.52338,0.26048111182265365
314,143692,177.13742,-1.29909,0.23880403337626727
315,39718,177.9385,-0.71802,0.38309321514884287
316,535460,177.93404,-1.03303,0.24016213234742806
317,22667,178.49138,1.13468,0.24545872851374229
318,219703,178.72958,1.57908,0.23759499813295173
319,70250,179.25496,0.09284,0.2684625905267551
320,559971,178.85496,-0.5419,0.24345703770108248
321,137441,178.37454,-1.72705,0.24114677457743172
322,178112,179.17792,-1.9198,0.20044826326473256
323,39895,178.69421,-0.77539,0.2020409960602466
324,272633,180.16837,1.26802,0.206223178836278
325,272491,179.56837,1.40109,0.31516835908475166
326,70376,179.62517,0.05585,0.3136042546750227
327,144285,179.54962,-1.41904,0.25746628063411353
328,220284,181.01054,1.44758,0.20141222686840754
329,536124,180.63979,-1.03748,0.30210865072383164
330,40570,182.01246,-0.75169,0.2163080059420681
331,40957,183.73733,-0.69189,0.3342535685400784
332,41181,184.56012,-0.73324,0.2202604927924396
333,561817,185.00579,-0.5323,0.2758137870217465
334,138942,184.90079,-1.71689,0.2636558607998533
335,32400,184.67988,-1.05246,0.21515810879447356
336,85872,184.46942,0.48596,0.2541522510356765
337,179384,184.5645,-1.98012,0.2
338,272460,179.4985,1.42932,0.32866907858134253
339,230592,180.41721,1.97963,0.21967954708213228
340,271487,174.47758,1.28846,0.24317433396273497
341,40961,183.75604,-0.72366,0.23311501520127986
342,98989,180.71404,1.00312,0.24813474842000566
343,165987,184.33908,-2.80037,0.2
344,164403,177.41987,-2.72815,0.4065896081915637
345,163612,174.35696,-2.87565,0.24217084584695978
346,123043,174.68125,-2.55772,0.20129145898691828
347,122896,174.07933,-2.56731,0.2479174628564341
348,165813,183.33879,-2.82176,0.2453724753821815
349,172282,182.06175,-2.29246,0.21786731666137202
350,164607,178.12254,-2.75853,0.2
351,123945,177.58271,-2.53147,0.2896729452553388
352,132107,184.00312,-2.23024,0.21538463874026248
353,122924,174.22408,-2.47753,0.2229342588971371
354,130696,178.42283,-2.15306,0.2
355,171566,178.86637,-2.30917,0.33318303130678406
356,132158,184.26929,-2.15582,0.32729285870277885
357,586565,185.45096,-0.00661,0.35433043153638727
358,227090,212.04942,1.28019,0.24048853244560117
359,227191,212.61833,1.24599,0.2472546152171963
360,567471,211.76246,-0.55616,0.24831593220781226
361,491577,212.49325,-1.55793,0.20999613171660997
362,496904,211.77117,-1.13587,0.2200675841062461
363,227284,212.92975,1.29117,0.23092541194990468
364,296746,213.16717,1.4405,0.22486021741676718
365,238271,213.72842,1.57878,0.3316935451692872
366,319241,213.95896,1.8521,0.24559770145216822
367,77616,213.93492,0.02437,0.2717703890874048
368,47462,213.08,-0.67257,0.21486944670030278
369,62620,213.48096,-0.35699,0.2495560455951813
370,511516,214.616,-1.17848,0.3212270688878978
371,618193,214.69375,0.41713,0.21230106676021945
372,568546,215.49492,-0.58888,0.6125824645303074
373,618254,214.99125,0.40111,0.20941042419621958
374,492150,215.09129,-1.47211,0.3311687097769551
375,544363,215.21929,-1.00098,0.23879702950792653
376,239027,216.21913,1.51844,0.29582932027717823
377,16199,217.85542,0.70541,0.32974718994102936
378,15909,217.129,0.70618,0.24143220839835805
379,92687,217.22267,0.54929,0.26379647248604676
380,568985,217.13088,-0.60969,0.2030994111164187
381,618921,217.39692,0.25319,0.22633824030617203
382,298174,218.63683,1.32028,0.21110606511271365
383,320372,218.14613,1.70445,0.2481681805230147
384,569428,219.13183,-0.48229,0.20335625653874798
385,64249,218.77246,-0.39849,0.28219912795437707
386,320998,220.45771,1.80373,0.21074173863774898
387,93271,219.72533,0.45063,0.24269789014104307
388,49241,220.28221,-0.80957,0.20489761376301405
389,545520,219.80921,-0.97559,0.21187722288802144
390,569602,219.55362,-0.48719,0.2422650468266679
391,569479,219.31892,-0.43467,0.26691029700388536
392,493722,222.08875,-1.28511,0.23506196079940092
393,321142,221.48988,1.72208,0.2717705053831638
394,49645,221.82754,-0.76859,0.20385330318526165
395,299118,223.34617,1.14187,0.5596147363753493
396,229499,223.08137,1.0355,0.4521817880625982
397,570151,222.24417,-0.54052,0.37087275012077286
398,485891,217.79342,-1.75829,0.20423439692771225
399,485645,216.89067,-1.71191,0.211607813616797
400,508556,217.33421,-1.56159,0.245178304910147
401,493051,219.21592,-1.28012,0.2012444230176601
402,509296,220.49083,-1.43851,0.2892821224036525
403,512965,221.09512,-1.14809,0.24761084438400024
404,296766,213.11412,1.44412,0.27580558446960435
405,487170,223.2585,-1.63279,0.24801440166597333
406,487171,223.26583,-1.61196,0.24311611380948223
407,594681,221.11008,-0.05868,0.41181676491276376
408,593309,216.13263,-0.18188,0.24659969454230254
409,618556,216.07725,0.41714,0.21214895424556027
410,485768,217.20913,-1.82706,0.2844783733920253
411,567899,213.60875,-0.52841,0.32991695798110593
412,15066,214.03342,0.74434,0.212997796407852
413,318939,213.05083,1.96541,0.21080722999412244
414,297785,217.16913,1.40183,0.20180604732009966
415,507753,214.28029,-1.67177,0.24814801797702685
416,484874,213.04092,-1.81253,0.24492852827903933
417,544128,214.01438,-0.94262,0.2916720007938985
418,49934,223.17721,-0.76106,0.2221554210938033
419,93513,220.73562,0.55939,0.20374186083424775
420,567452,211.67992,-0.59052,0.2666364592485771
421,543671,212.42117,-0.89741,0.405675659769126
422,594233,219.35617,-0.20728,0.2597562180263931
423,63348,215.51933,-0.23153,0.2251888525985408
424,251071,217.08071,1.93483,0.22771293545104493
425,593965,218.66129,-0.20745,0.20307198112577846
426,78769,218.59137,0.1076,0.24252041069622507
427,93137,219.19233,0.45383,0.22510175659288015
428,618636,216.32192,0.28554,0.2525695600783291
429,237981,212.82371,1.58944,0.20977601838481533
430,508235,216.33988,-1.59686,0.2336454061081851
431,343943,222.96546,2.04977,0.26548200364890545
432,267558,222.88792,2.70549,0.3347399440502627
433,342611,216.44067,2.14907,0.22217703962384136
434,363821,221.35267,2.63369,0.20641699838838629
435,267303,221.5345,2.68138,0.3225447975461271
436,363093,217.99979,2.52182,0.23123638348109532
437,363983,222.27717,2.43775,0.40000923373991704
438,342161,214.4815,2.29663,0.39017032485797604
439,250110,213.99587,2.16239,0.33207174065885603
440,342874,217.70954,2.18624,0.31742632415215416
441,715597,217.4325,2.0528,0.2815268504452112
442,362416,214.9195,2.68121,0.2407837503754383
443,343483,220.42379,2.1456,0.249021245433751
444,64612,219.42654,-0.28474,0.20215065336934773
445,618179,214.42775,0.28375,0.22129541368206493
446,62742,213.60529,-0.37093,0.22670508467099004
447,592129,211.79,-0.04131,0.23157037361941357
448,545097,218.19096,-0.93777,0.2488468042853661
449,47846,214.44192,-0.72306,0.28630114567433446
450,341477,211.92737,2.39268,0.2023334396279635
451,238524,214.50354,1.56438,0.23067560929471198
452,362685,216.14571,2.58067,0.22318488793456082
453,92491,216.43479,0.6163,0.24220791281918155
454,79589,222.20042,0.01292,0.21591469989044698
455,771379,219.9235,0.50872,0.3580177230809917
456,593053,215.24492,-0.06085,0.22082404230761304
457,55962,184.18103,-0.21437,0.2179764755000704
458,593011,215.13391,-0.0051,0.21922237592747426
459,594666,220.89926,-0.17981,0.2996039813569399
460,64955,220.87875,-0.25313,0.206887836043397
461,371170,130.49833,0.92778,0.23094863296223403
