,Unnamed: 0,Target,GAMA_ID,RA,DEC_x,plate,mjd,fiberid,Plate-MJD-Fiber,z L,z S,σSDSS (km s −1) ,I 814 (mag) ,ΔI 814 (mag) ,Reff (arcsec) ,q,P.A. (deg) ,Classification,DEC_y,STELLAR_MASS,Z
0,0,SDSSJ1422+0203,250704,215.57813,2.0545263,534,51997,481,0534-51997-481,0.1104,0.5176,172±9,16.39,0.07,2.05,0.72,175.0,E-S-C,2.0545299999999997,112799997952.0,0.1103999987244606
