,GAMA_ID,RA,DEC,STELLAR_MASS,Z,NONE,RING,LENS,IRREGULAR,OTHER,DUST_LANE,OVERLAPPING,ID,SCORE,Unnamed: 0,SDSS_ID,zlens,zsrc,rEin(kpc),log_MEin_M_sun,"fChab
stellarEin",f∗Ein,stellarEinfstellareff,log_Mstellar_M_sun_Chab,error_of_mass_chab,log_Mstellar_M_sun__Salpeter,error_of_mass_sal,MB,MV,MB0,MV0,stellar_mass_chabrier,theta_e_chabrier,theta_e_Bolton
0,136604,175.87349,-1.74167,286600003584,0.105999998748302,0.07195599869697,0,0.316450694070576,0.087558104300274,0.223995197741465,0.02620969576121,0.273830309429505,1642,58,37,SDSSJ1143−0144,0.106,0.402,3.27,11.29,0.26±0.05,0.46±0.10,0.45,11.36,0.09,11.6,0.09,-22.16±0.13,-22.81±0.07,-21.92±0.10,-22.61±0.08,229086765276.777,2.11928231920849,1.68
